"temperature","feels_like","humidity","time","location","outside_temperature","outside_feels_like","outside_humidity"
16.0,15.56,73.0,"2023-01-01 11:30:00",MR,5.7,5.7,96.0
14.0,13.26,69.0,"2023-01-01 11:30:00",KR,5.7,5.7,96.0
16.0,16.06,92.0,"2023-01-01 11:30:00",FR,5.7,5.7,96.0
16.0,15.56,73.0,"2023-01-01 11:35:00",MR,6.0,6.0,96.0
14.0,13.23,68.0,"2023-01-01 11:35:00",KR,6.0,6.0,96.0
16.0,16.06,92.0,"2023-01-01 11:35:00",FR,6.0,6.0,96.0
16.0,15.54,72.0,"2023-01-01 11:40:00",MR,6.2,6.2,96.0
14.0,13.23,68.0,"2023-01-01 11:40:00",KR,6.2,6.2,96.0
16.0,16.06,92.0,"2023-01-01 11:40:00",FR,6.2,6.2,96.0
16.0,15.56,73.0,"2023-01-01 11:45:00",MR,6.3,5.4,96.0
14.0,13.23,68.0,"2023-01-01 11:45:00",KR,6.3,5.4,96.0
16.0,16.06,92.0,"2023-01-01 11:45:00",FR,6.3,5.4,96.0
16.0,15.54,72.0,"2023-01-01 11:50:00",MR,6.2,6.2,96.0
14.0,13.23,68.0,"2023-01-01 11:50:00",KR,6.2,6.2,96.0
16.0,16.06,92.0,"2023-01-01 11:50:00",FR,6.2,6.2,96.0
16.0,15.56,73.0,"2023-01-01 11:55:00",MR,6.3,6.3,96.0
14.0,13.23,68.0,"2023-01-01 11:55:00",KR,6.3,6.3,96.0
16.0,16.06,92.0,"2023-01-01 11:55:00",FR,6.3,6.3,96.0
16.0,15.56,73.0,"2023-01-01 12:00:00",MR,6.4,6.4,96.0
14.0,13.23,68.0,"2023-01-01 12:00:00",KR,6.4,6.4,96.0
16.0,16.06,92.0,"2023-01-01 12:00:00",FR,6.4,6.4,96.0
16.0,15.59,74.0,"2023-01-01 12:05:00",MR,6.6,6.6,95.0
14.0,13.26,69.0,"2023-01-01 12:05:00",KR,6.6,6.6,95.0
16.0,16.06,92.0,"2023-01-01 12:05:00",FR,6.6,6.6,95.0
16.0,15.56,73.0,"2023-01-01 12:10:00",MR,6.8,6.8,95.0
14.0,13.26,69.0,"2023-01-01 12:10:00",KR,6.8,6.8,95.0
16.0,16.06,92.0,"2023-01-01 12:10:00",FR,6.8,6.8,95.0
16.0,15.56,73.0,"2023-01-01 12:15:00",MR,6.8,6.8,95.0
14.0,13.26,69.0,"2023-01-01 12:15:00",KR,6.8,6.8,95.0
16.0,16.06,92.0,"2023-01-01 12:15:00",FR,6.8,6.8,95.0
16.0,15.56,73.0,"2023-01-01 12:20:00",MR,6.7,6.7,94.0
14.0,13.26,69.0,"2023-01-01 12:20:00",KR,6.7,6.7,94.0
16.0,16.06,92.0,"2023-01-01 12:20:00",FR,6.7,6.7,94.0
16.0,15.56,73.0,"2023-01-01 12:25:00",MR,6.8,6.8,94.0
14.0,13.26,69.0,"2023-01-01 12:25:00",KR,6.8,6.8,94.0
16.0,16.06,92.0,"2023-01-01 12:25:00",FR,6.8,6.8,94.0
16.0,15.56,73.0,"2023-01-01 12:30:00",MR,7.1,7.1,94.0
14.0,13.26,69.0,"2023-01-01 12:30:00",KR,7.1,7.1,94.0
16.0,16.06,92.0,"2023-01-01 12:30:00",FR,7.1,7.1,94.0
16.0,15.56,73.0,"2023-01-01 12:35:00",MR,7.3,7.3,93.0
14.0,13.26,69.0,"2023-01-01 12:35:00",KR,7.3,7.3,93.0
16.0,16.06,92.0,"2023-01-01 12:35:00",FR,7.3,7.3,93.0
16.0,15.56,73.0,"2023-01-01 12:40:00",MR,7.5,7.5,93.0
14.0,13.26,69.0,"2023-01-01 12:40:00",KR,7.5,7.5,93.0
16.0,16.06,92.0,"2023-01-01 12:40:00",FR,7.5,7.5,93.0
16.0,15.59,74.0,"2023-01-01 12:45:00",MR,7.5,7.5,92.0
14.0,13.26,69.0,"2023-01-01 12:45:00",KR,7.5,7.5,92.0
16.0,16.06,92.0,"2023-01-01 12:45:00",FR,7.5,7.5,92.0
16.0,15.59,74.0,"2023-01-01 12:50:00",MR,7.8,7.8,90.0
14.0,13.26,69.0,"2023-01-01 12:50:00",KR,7.8,7.8,90.0
16.0,16.06,92.0,"2023-01-01 12:50:00",FR,7.8,7.8,90.0
16.0,15.59,74.0,"2023-01-01 12:55:00",MR,7.8,7.8,88.0
14.0,13.26,69.0,"2023-01-01 12:55:00",KR,7.8,7.8,88.0
16.0,16.06,92.0,"2023-01-01 12:55:00",FR,7.8,7.8,88.0
16.0,15.61,75.0,"2023-01-01 13:00:00",MR,7.7,7.7,87.0
14.0,13.26,69.0,"2023-01-01 13:00:00",KR,7.7,7.7,87.0
16.0,16.06,92.0,"2023-01-01 13:00:00",FR,7.7,7.7,87.0
16.0,15.59,74.0,"2023-01-01 13:05:00",MR,7.6,7.6,86.0
14.0,13.26,69.0,"2023-01-01 13:05:00",KR,7.6,7.6,86.0
16.0,16.06,92.0,"2023-01-01 13:05:00",FR,7.6,7.6,86.0
16.0,15.59,74.0,"2023-01-01 13:10:00",MR,7.5,7.5,86.0
15.0,14.36,69.0,"2023-01-01 13:10:00",KR,7.5,7.5,86.0
16.0,16.06,92.0,"2023-01-01 13:10:00",FR,7.5,7.5,86.0
16.0,15.59,74.0,"2023-01-01 13:15:00",MR,7.4,7.4,86.0
14.0,13.26,69.0,"2023-01-01 13:15:00",KR,7.4,7.4,86.0
16.0,15.59,74.0,"2023-01-01 13:20:00",MR,7.4,7.4,86.0
14.0,13.26,69.0,"2023-01-01 13:20:00",KR,7.4,7.4,86.0
16.0,15.59,74.0,"2023-01-01 13:25:00",MR,7.5,7.5,86.0
15.0,14.36,69.0,"2023-01-01 13:25:00",KR,7.5,7.5,86.0
17.0,17.16,92.0,"2023-01-01 13:25:00",FR,7.5,7.5,86.0
16.0,15.59,74.0,"2023-01-01 13:30:00",MR,7.7,7.7,86.0
15.0,14.36,69.0,"2023-01-01 13:30:00",KR,7.7,7.7,86.0
17.0,17.16,92.0,"2023-01-01 13:30:00",FR,7.7,7.7,86.0
16.0,15.59,74.0,"2023-01-01 13:35:00",MR,7.6,7.6,84.0
15.0,14.36,69.0,"2023-01-01 13:35:00",KR,7.6,7.6,84.0
17.0,17.16,92.0,"2023-01-01 13:35:00",FR,7.6,7.6,84.0
16.0,15.59,74.0,"2023-01-01 13:40:00",MR,7.4,7.4,82.0
15.0,14.36,69.0,"2023-01-01 13:40:00",KR,7.4,7.4,82.0
17.0,17.16,92.0,"2023-01-01 13:40:00",FR,7.4,7.4,82.0
16.0,15.59,74.0,"2023-01-01 13:45:00",MR,7.4,7.4,82.0
16.0,15.46,69.0,"2023-01-01 13:45:00",KR,7.4,7.4,82.0
17.0,17.16,92.0,"2023-01-01 13:45:00",FR,7.4,7.4,82.0
16.0,15.59,74.0,"2023-01-01 13:50:00",MR,7.6,7.6,82.0
16.0,15.43,68.0,"2023-01-01 13:50:00",KR,7.6,7.6,82.0
17.0,17.16,92.0,"2023-01-01 13:50:00",FR,7.6,7.6,82.0
16.0,15.59,74.0,"2023-01-01 13:55:00",MR,7.6,7.6,82.0
16.0,15.4,67.0,"2023-01-01 13:55:00",KR,7.6,7.6,82.0
17.0,17.16,92.0,"2023-01-01 13:55:00",FR,7.6,7.6,82.0
16.0,15.59,74.0,"2023-01-01 14:00:00",MR,7.7,7.7,81.0
16.0,15.4,67.0,"2023-01-01 14:00:00",KR,7.7,7.7,81.0
17.0,17.16,92.0,"2023-01-01 14:00:00",FR,7.7,7.7,81.0
16.0,15.59,74.0,"2023-01-01 14:05:00",MR,7.9,7.9,78.0
16.0,15.4,67.0,"2023-01-01 14:05:00",KR,7.9,7.9,78.0
17.0,17.16,92.0,"2023-01-01 14:05:00",FR,7.9,7.9,78.0
17.0,16.84,80.0,"2023-01-01 14:10:00",MR,8.0,8.0,77.0
16.0,15.4,67.0,"2023-01-01 14:10:00",KR,8.0,8.0,77.0
17.0,17.16,92.0,"2023-01-01 14:10:00",FR,8.0,8.0,77.0
17.0,16.9,82.0,"2023-01-01 14:15:00",MR,7.7,7.7,79.0
16.0,15.4,67.0,"2023-01-01 14:15:00",KR,7.7,7.7,79.0
17.0,17.16,92.0,"2023-01-01 14:15:00",FR,7.7,7.7,79.0
17.0,16.9,82.0,"2023-01-01 14:20:00",MR,7.5,7.5,80.0
16.0,15.4,67.0,"2023-01-01 14:20:00",KR,7.5,7.5,80.0
17.0,17.16,92.0,"2023-01-01 14:20:00",FR,7.5,7.5,80.0
17.0,16.9,82.0,"2023-01-01 14:25:00",MR,7.2,4.9,83.0
16.0,15.4,67.0,"2023-01-01 14:25:00",KR,7.2,4.9,83.0
17.0,17.16,92.0,"2023-01-01 14:25:00",FR,7.2,4.9,83.0
17.0,16.87,81.0,"2023-01-01 14:30:00",MR,6.9,4.5,85.0
16.0,15.4,67.0,"2023-01-01 14:30:00",KR,6.9,4.5,85.0
18.0,18.28,93.0,"2023-01-01 14:30:00",FR,6.9,4.5,85.0
17.0,16.87,81.0,"2023-01-01 14:35:00",MR,6.5,4.9,85.0
16.0,15.4,67.0,"2023-01-01 14:35:00",KR,6.5,4.9,85.0
18.0,18.28,93.0,"2023-01-01 14:35:00",FR,6.5,4.9,85.0
17.0,16.84,80.0,"2023-01-01 14:40:00",MR,6.1,4.7,86.0
16.0,15.4,67.0,"2023-01-01 14:40:00",KR,6.1,4.7,86.0
18.0,18.28,93.0,"2023-01-01 14:40:00",FR,6.1,4.7,86.0
17.0,16.84,80.0,"2023-01-01 14:45:00",MR,5.8,4.4,87.0
17.0,16.5,67.0,"2023-01-01 14:45:00",KR,5.8,4.4,87.0
18.0,18.28,93.0,"2023-01-01 14:45:00",FR,5.8,4.4,87.0
17.0,16.82,79.0,"2023-01-01 14:50:00",MR,5.7,4.7,88.0
17.0,16.5,67.0,"2023-01-01 14:50:00",KR,5.7,4.7,88.0
18.0,18.28,93.0,"2023-01-01 14:50:00",FR,5.7,4.7,88.0
18.0,17.94,80.0,"2023-01-01 14:55:00",MR,5.6,3.8,88.0
17.0,16.5,67.0,"2023-01-01 14:55:00",KR,5.6,3.8,88.0
18.0,18.28,93.0,"2023-01-01 14:55:00",FR,5.6,3.8,88.0
18.0,17.94,80.0,"2023-01-01 15:00:00",MR,5.6,5.6,89.0
17.0,16.5,67.0,"2023-01-01 15:00:00",KR,5.6,5.6,89.0
18.0,18.28,93.0,"2023-01-01 15:00:00",FR,5.6,5.6,89.0
18.0,17.94,80.0,"2023-01-01 15:05:00",MR,5.5,5.5,89.0
17.0,16.5,67.0,"2023-01-01 15:05:00",KR,5.5,5.5,89.0
18.0,18.28,93.0,"2023-01-01 15:05:00",FR,5.5,5.5,89.0
18.0,17.94,80.0,"2023-01-01 15:10:00",MR,5.6,5.6,89.0
17.0,16.5,67.0,"2023-01-01 15:10:00",KR,5.6,5.6,89.0
18.0,18.28,93.0,"2023-01-01 15:10:00",FR,5.6,5.6,89.0
18.0,17.94,80.0,"2023-01-01 15:15:00",MR,5.7,5.7,89.0
17.0,16.5,67.0,"2023-01-01 15:15:00",KR,5.7,5.7,89.0
18.0,18.28,93.0,"2023-01-01 15:15:00",FR,5.7,5.7,89.0
18.0,17.92,79.0,"2023-01-01 15:20:00",MR,5.8,5.8,90.0
17.0,16.5,67.0,"2023-01-01 15:20:00",KR,5.8,5.8,90.0
18.0,18.28,93.0,"2023-01-01 15:20:00",FR,5.8,5.8,90.0
18.0,17.94,80.0,"2023-01-01 15:25:00",MR,5.8,5.8,90.0
16.0,15.4,67.0,"2023-01-01 15:25:00",KR,5.8,5.8,90.0
18.0,18.28,93.0,"2023-01-01 15:25:00",FR,5.8,5.8,90.0
18.0,17.92,79.0,"2023-01-01 15:30:00",MR,5.7,5.7,90.0
16.0,15.4,67.0,"2023-01-01 15:30:00",KR,5.7,5.7,90.0
18.0,18.28,93.0,"2023-01-01 15:30:00",FR,5.7,5.7,90.0
18.0,17.92,79.0,"2023-01-01 15:35:00",MR,5.6,5.6,89.0
16.0,15.43,68.0,"2023-01-01 15:35:00",KR,5.6,5.6,89.0
18.0,18.28,93.0,"2023-01-01 15:35:00",FR,5.6,5.6,89.0
18.0,17.92,79.0,"2023-01-01 15:40:00",MR,5.5,5.5,89.0
16.0,15.43,68.0,"2023-01-01 15:40:00",KR,5.5,5.5,89.0
18.0,18.28,93.0,"2023-01-01 15:40:00",FR,5.5,5.5,89.0
18.0,17.94,80.0,"2023-01-01 15:45:00",MR,5.4,5.4,89.0
16.0,15.43,68.0,"2023-01-01 15:45:00",KR,5.4,5.4,89.0
18.0,18.28,93.0,"2023-01-01 15:45:00",FR,5.4,5.4,89.0
18.0,17.92,79.0,"2023-01-01 15:50:00",MR,5.3,5.3,89.0
16.0,15.43,68.0,"2023-01-01 15:50:00",KR,5.3,5.3,89.0
18.0,18.28,93.0,"2023-01-01 15:50:00",FR,5.3,5.3,89.0
18.0,17.92,79.0,"2023-01-01 15:55:00",MR,5.2,5.2,90.0
16.0,15.43,68.0,"2023-01-01 15:55:00",KR,5.2,5.2,90.0
18.0,18.28,93.0,"2023-01-01 15:55:00",FR,5.2,5.2,90.0
18.0,17.92,79.0,"2023-01-01 16:00:00",MR,5.1,5.1,90.0
16.0,15.43,68.0,"2023-01-01 16:00:00",KR,5.1,5.1,90.0
18.0,18.28,93.0,"2023-01-01 16:00:00",FR,5.1,5.1,90.0
18.0,17.92,79.0,"2023-01-01 16:05:00",MR,4.9,4.9,90.0
16.0,15.43,68.0,"2023-01-01 16:05:00",KR,4.9,4.9,90.0
18.0,18.28,93.0,"2023-01-01 16:05:00",FR,4.9,4.9,90.0
18.0,17.92,79.0,"2023-01-01 16:10:00",MR,4.7,4.7,90.0
16.0,15.43,68.0,"2023-01-01 16:10:00",KR,4.7,4.7,90.0
18.0,18.28,93.0,"2023-01-01 16:10:00",FR,4.7,4.7,90.0
18.0,17.89,78.0,"2023-01-01 16:15:00",MR,4.6,4.6,90.0
16.0,15.43,68.0,"2023-01-01 16:15:00",KR,4.6,4.6,90.0
18.0,18.28,93.0,"2023-01-01 16:15:00",FR,4.6,4.6,90.0
18.0,17.92,79.0,"2023-01-01 16:20:00",MR,4.4,4.4,90.0
16.0,15.43,68.0,"2023-01-01 16:20:00",KR,4.4,4.4,90.0
18.0,18.28,93.0,"2023-01-01 16:20:00",FR,4.4,4.4,90.0
18.0,17.92,79.0,"2023-01-01 16:25:00",MR,4.3,4.3,90.0
16.0,15.43,68.0,"2023-01-01 16:25:00",KR,4.3,4.3,90.0
18.0,18.28,93.0,"2023-01-01 16:25:00",FR,4.3,4.3,90.0
18.0,17.92,79.0,"2023-01-01 16:30:00",MR,4.2,4.2,90.0
16.0,15.43,68.0,"2023-01-01 16:30:00",KR,4.2,4.2,90.0
18.0,18.28,93.0,"2023-01-01 16:30:00",FR,4.2,4.2,90.0
18.0,17.89,78.0,"2023-01-01 16:35:00",MR,4.0,4.0,90.0
16.0,15.4,67.0,"2023-01-01 16:35:00",KR,4.0,4.0,90.0
18.0,18.28,93.0,"2023-01-01 16:35:00",FR,4.0,4.0,90.0
18.0,17.89,78.0,"2023-01-01 16:40:00",MR,3.9,3.9,90.0
16.0,15.4,67.0,"2023-01-01 16:40:00",KR,3.9,3.9,90.0
19.0,19.38,93.0,"2023-01-01 16:40:00",FR,3.9,3.9,90.0
18.0,17.89,78.0,"2023-01-01 16:45:00",MR,3.9,3.9,90.0
16.0,15.43,68.0,"2023-01-01 16:45:00",KR,3.9,3.9,90.0
18.0,18.28,93.0,"2023-01-01 16:45:00",FR,3.9,3.9,90.0
18.0,17.87,77.0,"2023-01-01 16:50:00",MR,4.1,4.1,90.0
16.0,15.43,68.0,"2023-01-01 16:50:00",KR,4.1,4.1,90.0
19.0,19.38,93.0,"2023-01-01 16:50:00",FR,4.1,4.1,90.0
17.0,16.77,77.0,"2023-01-01 16:55:00",MR,4.2,4.2,90.0
15.0,14.33,68.0,"2023-01-01 16:55:00",KR,4.2,4.2,90.0
19.0,19.38,93.0,"2023-01-01 16:55:00",FR,4.2,4.2,90.0
17.0,16.77,77.0,"2023-01-01 17:00:00",MR,4.3,4.3,90.0
15.0,14.36,69.0,"2023-01-01 17:00:00",KR,4.3,4.3,90.0
19.0,19.38,93.0,"2023-01-01 17:00:00",FR,4.3,4.3,90.0
17.0,16.77,77.0,"2023-01-01 17:05:00",MR,4.4,3.3,90.0
15.0,14.36,69.0,"2023-01-01 17:05:00",KR,4.4,3.3,90.0
19.0,19.38,93.0,"2023-01-01 17:05:00",FR,4.4,3.3,90.0
17.0,16.77,77.0,"2023-01-01 17:10:00",MR,4.6,3.5,90.0
15.0,14.33,68.0,"2023-01-01 17:10:00",KR,4.6,3.5,90.0
19.0,19.38,93.0,"2023-01-01 17:10:00",FR,4.6,3.5,90.0
17.0,16.74,76.0,"2023-01-01 17:15:00",MR,4.8,4.8,90.0
15.0,14.33,68.0,"2023-01-01 17:15:00",KR,4.8,4.8,90.0
19.0,19.38,93.0,"2023-01-01 17:15:00",FR,4.8,4.8,90.0
17.0,16.74,76.0,"2023-01-01 17:20:00",MR,5.0,4.1,89.0
15.0,14.33,68.0,"2023-01-01 17:20:00",KR,5.0,4.1,89.0
19.0,19.38,93.0,"2023-01-01 17:20:00",FR,5.0,4.1,89.0
17.0,16.74,76.0,"2023-01-01 17:25:00",MR,5.3,5.3,88.0
15.0,14.33,68.0,"2023-01-01 17:25:00",KR,5.3,5.3,88.0
18.0,18.28,93.0,"2023-01-01 17:25:00",FR,5.3,5.3,88.0
17.0,16.71,75.0,"2023-01-01 17:30:00",MR,5.4,3.7,88.0
15.0,14.33,68.0,"2023-01-01 17:30:00",KR,5.4,3.7,88.0
18.0,18.28,93.0,"2023-01-01 17:30:00",FR,5.4,3.7,88.0
17.0,16.71,75.0,"2023-01-01 17:35:00",MR,5.6,5.6,87.0
15.0,14.33,68.0,"2023-01-01 17:35:00",KR,5.6,5.6,87.0
18.0,18.28,93.0,"2023-01-01 17:35:00",FR,5.6,5.6,87.0
17.0,16.71,75.0,"2023-01-01 17:40:00",MR,5.7,5.7,86.0
15.0,14.33,68.0,"2023-01-01 17:40:00",KR,5.7,5.7,86.0
18.0,18.28,93.0,"2023-01-01 17:40:00",FR,5.7,5.7,86.0
17.0,16.79,78.0,"2023-01-01 17:45:00",MR,5.7,5.7,86.0
15.0,14.33,68.0,"2023-01-01 17:45:00",KR,5.7,5.7,86.0
18.0,18.28,93.0,"2023-01-01 17:45:00",FR,5.7,5.7,86.0
17.0,16.9,82.0,"2023-01-01 17:50:00",MR,5.6,5.6,86.0
15.0,14.33,68.0,"2023-01-01 17:50:00",KR,5.6,5.6,86.0
18.0,18.28,93.0,"2023-01-01 17:50:00",FR,5.6,5.6,86.0
17.0,16.9,82.0,"2023-01-01 17:55:00",MR,5.6,3.2,86.0
15.0,14.33,68.0,"2023-01-01 17:55:00",KR,5.6,3.2,86.0
18.0,18.28,93.0,"2023-01-01 17:55:00",FR,5.6,3.2,86.0
17.0,16.9,82.0,"2023-01-01 18:00:00",MR,5.6,4.2,85.0
15.0,14.33,68.0,"2023-01-01 18:00:00",KR,5.6,4.2,85.0
18.0,18.28,93.0,"2023-01-01 18:00:00",FR,5.6,4.2,85.0
17.0,16.9,82.0,"2023-01-01 18:05:00",MR,5.5,4.2,85.0
15.0,14.33,68.0,"2023-01-01 18:05:00",KR,5.5,4.2,85.0
18.0,18.28,93.0,"2023-01-01 18:05:00",FR,5.5,4.2,85.0
17.0,16.87,81.0,"2023-01-01 18:10:00",MR,5.4,5.4,85.0
15.0,14.33,68.0,"2023-01-01 18:10:00",KR,5.4,5.4,85.0
18.0,18.28,93.0,"2023-01-01 18:10:00",FR,5.4,5.4,85.0
17.0,16.87,81.0,"2023-01-01 18:15:00",MR,5.4,4.3,85.0
15.0,14.33,68.0,"2023-01-01 18:15:00",KR,5.4,4.3,85.0
18.0,18.28,93.0,"2023-01-01 18:15:00",FR,5.4,4.3,85.0
17.0,16.87,81.0,"2023-01-01 18:20:00",MR,5.4,5.4,85.0
15.0,14.33,68.0,"2023-01-01 18:20:00",KR,5.4,5.4,85.0
18.0,18.28,93.0,"2023-01-01 18:20:00",FR,5.4,5.4,85.0
17.0,16.87,81.0,"2023-01-01 18:25:00",MR,5.3,5.3,85.0
15.0,14.33,68.0,"2023-01-01 18:25:00",KR,5.3,5.3,85.0
18.0,18.28,93.0,"2023-01-01 18:25:00",FR,5.3,5.3,85.0
17.0,16.84,80.0,"2023-01-01 18:30:00",MR,5.3,5.3,85.0
15.0,14.33,68.0,"2023-01-01 18:30:00",KR,5.3,5.3,85.0
18.0,18.28,93.0,"2023-01-01 18:30:00",FR,5.3,5.3,85.0
17.0,16.82,79.0,"2023-01-01 18:35:00",MR,5.4,5.4,84.0
15.0,14.33,68.0,"2023-01-01 18:35:00",KR,5.4,5.4,84.0
18.0,18.28,93.0,"2023-01-01 18:35:00",FR,5.4,5.4,84.0
17.0,16.82,79.0,"2023-01-01 18:40:00",MR,5.4,5.4,85.0
15.0,14.33,68.0,"2023-01-01 18:40:00",KR,5.4,5.4,85.0
18.0,18.28,93.0,"2023-01-01 18:40:00",FR,5.4,5.4,85.0
17.0,16.82,79.0,"2023-01-01 18:45:00",MR,5.4,3.7,85.0
15.0,14.33,68.0,"2023-01-01 18:45:00",KR,5.4,3.7,85.0
18.0,18.28,93.0,"2023-01-01 18:45:00",FR,5.4,3.7,85.0
17.0,16.79,78.0,"2023-01-01 18:50:00",MR,5.5,5.5,84.0
15.0,14.33,68.0,"2023-01-01 18:50:00",KR,5.5,5.5,84.0
18.0,18.28,93.0,"2023-01-01 18:50:00",FR,5.5,5.5,84.0
17.0,16.82,79.0,"2023-01-01 18:55:00",MR,5.5,5.5,84.0
15.0,14.33,68.0,"2023-01-01 18:55:00",KR,5.5,5.5,84.0
18.0,18.28,93.0,"2023-01-01 18:55:00",FR,5.5,5.5,84.0
17.0,16.79,78.0,"2023-01-01 19:00:00",MR,5.5,4.3,85.0
15.0,14.33,68.0,"2023-01-01 19:00:00",KR,5.5,4.3,85.0
18.0,18.28,93.0,"2023-01-01 19:00:00",FR,5.5,4.3,85.0
17.0,16.79,78.0,"2023-01-01 19:05:00",MR,5.5,4.2,85.0
15.0,14.3,67.0,"2023-01-01 19:05:00",KR,5.5,4.2,85.0
18.0,18.28,93.0,"2023-01-01 19:05:00",FR,5.5,4.2,85.0
17.0,16.79,78.0,"2023-01-01 19:10:00",MR,5.6,4.5,84.0
15.0,14.3,67.0,"2023-01-01 19:10:00",KR,5.6,4.5,84.0
18.0,18.28,93.0,"2023-01-01 19:10:00",FR,5.6,4.5,84.0
17.0,16.79,78.0,"2023-01-01 19:15:00",MR,5.7,3.4,84.0
15.0,14.3,67.0,"2023-01-01 19:15:00",KR,5.7,3.4,84.0
18.0,18.28,93.0,"2023-01-01 19:15:00",FR,5.7,3.4,84.0
17.0,16.77,77.0,"2023-01-01 19:20:00",MR,5.7,4.6,82.0
15.0,14.3,67.0,"2023-01-01 19:20:00",KR,5.7,4.6,82.0
18.0,18.28,93.0,"2023-01-01 19:20:00",FR,5.7,4.6,82.0
16.0,15.67,77.0,"2023-01-01 19:25:00",MR,5.8,4.3,82.0
15.0,14.3,67.0,"2023-01-01 19:25:00",KR,5.8,4.3,82.0
18.0,18.28,93.0,"2023-01-01 19:25:00",FR,5.8,4.3,82.0
16.0,15.67,77.0,"2023-01-01 19:30:00",MR,5.7,4.9,83.0
15.0,14.3,67.0,"2023-01-01 19:30:00",KR,5.7,4.9,83.0
18.0,18.28,93.0,"2023-01-01 19:30:00",FR,5.7,4.9,83.0
16.0,15.67,77.0,"2023-01-01 19:35:00",MR,5.6,5.6,83.0
15.0,14.3,67.0,"2023-01-01 19:35:00",KR,5.6,5.6,83.0
18.0,18.28,93.0,"2023-01-01 19:35:00",FR,5.6,5.6,83.0
16.0,15.64,76.0,"2023-01-01 19:40:00",MR,5.6,3.7,83.0
15.0,14.3,67.0,"2023-01-01 19:40:00",KR,5.6,3.7,83.0
18.0,18.28,93.0,"2023-01-01 19:40:00",FR,5.6,3.7,83.0
16.0,15.64,76.0,"2023-01-01 19:45:00",MR,5.5,3.5,83.0
15.0,14.3,67.0,"2023-01-01 19:45:00",KR,5.5,3.5,83.0
18.0,18.28,93.0,"2023-01-01 19:45:00",FR,5.5,3.5,83.0
16.0,15.64,76.0,"2023-01-01 19:50:00",MR,5.5,3.6,84.0
15.0,14.3,67.0,"2023-01-01 19:50:00",KR,5.5,3.6,84.0
18.0,18.28,93.0,"2023-01-01 19:50:00",FR,5.5,3.6,84.0
16.0,15.64,76.0,"2023-01-01 19:55:00",MR,5.5,4.6,83.0
15.0,14.3,67.0,"2023-01-01 19:55:00",KR,5.5,4.6,83.0
18.0,18.28,93.0,"2023-01-01 19:55:00",FR,5.5,4.6,83.0
16.0,15.64,76.0,"2023-01-01 20:00:00",MR,5.5,4.5,83.0
15.0,14.3,67.0,"2023-01-01 20:00:00",KR,5.5,4.5,83.0
18.0,18.28,93.0,"2023-01-01 20:00:00",FR,5.5,4.5,83.0
16.0,15.64,76.0,"2023-01-01 20:05:00",MR,5.5,2.8,84.0
15.0,14.3,67.0,"2023-01-01 20:05:00",KR,5.5,2.8,84.0
18.0,18.28,93.0,"2023-01-01 20:05:00",FR,5.5,2.8,84.0
16.0,15.61,75.0,"2023-01-01 20:10:00",MR,5.6,5.6,84.0
15.0,14.3,67.0,"2023-01-01 20:10:00",KR,5.6,5.6,84.0
18.0,18.28,93.0,"2023-01-01 20:10:00",FR,5.6,5.6,84.0
16.0,15.61,75.0,"2023-01-01 20:15:00",MR,5.6,3.7,84.0
15.0,14.3,67.0,"2023-01-01 20:15:00",KR,5.6,3.7,84.0
17.0,17.16,92.0,"2023-01-01 20:15:00",FR,5.6,3.7,84.0
16.0,15.61,75.0,"2023-01-01 20:20:00",MR,5.6,5.6,84.0
15.0,14.3,67.0,"2023-01-01 20:20:00",KR,5.6,5.6,84.0
17.0,17.13,91.0,"2023-01-01 20:20:00",FR,5.6,5.6,84.0
16.0,15.59,74.0,"2023-01-01 20:25:00",MR,5.6,5.6,84.0
15.0,14.3,67.0,"2023-01-01 20:25:00",KR,5.6,5.6,84.0
17.0,17.13,91.0,"2023-01-01 20:25:00",FR,5.6,5.6,84.0
16.0,15.59,74.0,"2023-01-01 20:30:00",MR,5.6,5.6,85.0
15.0,14.28,66.0,"2023-01-01 20:30:00",KR,5.6,5.6,85.0
17.0,17.13,91.0,"2023-01-01 20:30:00",FR,5.6,5.6,85.0
16.0,15.59,74.0,"2023-01-01 20:35:00",MR,5.6,5.6,85.0
15.0,14.3,67.0,"2023-01-01 20:35:00",KR,5.6,5.6,85.0
17.0,17.13,91.0,"2023-01-01 20:35:00",FR,5.6,5.6,85.0
16.0,15.56,73.0,"2023-01-01 20:40:00",MR,5.6,4.3,85.0
15.0,14.3,67.0,"2023-01-01 20:40:00",KR,5.6,4.3,85.0
17.0,17.13,91.0,"2023-01-01 20:40:00",FR,5.6,4.3,85.0
16.0,15.56,73.0,"2023-01-01 20:45:00",MR,5.6,4.5,86.0
15.0,14.3,67.0,"2023-01-01 20:45:00",KR,5.6,4.5,86.0
17.0,17.13,91.0,"2023-01-01 20:45:00",FR,5.6,4.5,86.0
16.0,15.56,73.0,"2023-01-01 20:50:00",MR,5.6,3.9,86.0
15.0,14.28,66.0,"2023-01-01 20:50:00",KR,5.6,3.9,86.0
17.0,17.13,91.0,"2023-01-01 20:50:00",FR,5.6,3.9,86.0
16.0,15.56,73.0,"2023-01-01 20:55:00",MR,5.6,4.4,86.0
15.0,14.3,67.0,"2023-01-01 20:55:00",KR,5.6,4.4,86.0
17.0,17.16,92.0,"2023-01-01 20:55:00",FR,5.6,4.4,86.0
