"air_temperature","sea_temperature","station"
9.531,11.237,M3
9.043,11.292,M3
10.264,11.29,M3
10.654,11.285,M3
10.752,11.279,M3
10.947,11.268,M3
10.752,11.272,M3
10.557,11.288,M3
11.045,11.285,M3
11.338,11.31,M3
11.191,11.349,M3
11.191,11.358,M3
11.289,11.358,M3
11.191,11.272,M3
11.289,11.254,M3
11.484,11.252,M3
11.533,11.382,M3
11.68,11.44,M3
11.729,11.451,M3
11.582,11.429,M3
11.68,11.415,M3
11.826,11.415,M3
11.875,11.413,M3
11.924,11.402,M3
11.973,11.395,M3
8.506,11.375,M3
8.115,11.404,M3
7.725,11.407,M3
7.432,11.38,M3
7.139,11.371,M3
8.555,11.343,M3
8.799,11.323,M3
8.896,11.413,M3
9.141,11.347,M3
9.482,11.336,M3
9.58,11.367,M3
9.238,11.376,M3
8.652,11.387,M3
8.994,11.391,M3
9.58,11.385,M3
9.678,11.365,M3
9.971,11.349,M3
10.02,11.332,M3
10.166,11.292,M3
10.459,11.254,M3
9.678,11.239,M3
10.508,11.219,M3
11.094,11.25,M3
10.996,11.336,M3
11.436,11.32,M3
11.387,11.318,M3
11.631,11.305,M3
11.631,11.329,M3
11.582,11.347,M3
11.094,11.369,M3
11.387,11.367,M3
10.361,11.373,M3
11.289,11.378,M3
11.436,11.382,M3
11.484,11.384,M3
11.631,11.367,M3
11.484,11.338,M3
10.996,11.332,M3
11.729,11.343,M3
11.875,11.356,M3
11.729,11.358,M3
11.826,11.371,M3
11.436,11.376,M3
11.143,11.378,M3
11.68,11.38,M3
11.582,11.356,M3
11.045,11.323,M3
10.703,11.296,M3
12.168,11.309,M3
12.217,11.336,M3
12.119,11.332,M3
12.168,11.31,M3
12.217,11.299,M3
12.217,11.281,M3
11.338,11.279,M3
11.582,11.272,M3
11.484,11.27,M3
11.191,11.266,M3
11.191,11.268,M3
10.85,11.266,M3
10.801,11.27,M3
11.777,11.274,M3
11.484,11.274,M3
11.68,11.266,M3
11.68,11.261,M3
11.729,11.255,M3
11.68,11.255,M3
11.875,11.265,M3
11.826,11.285,M3
11.729,11.283,M3
11.484,11.314,M3
11.484,11.318,M3
11.729,11.321,M3
11.826,11.309,M3
11.924,11.316,M3
12.119,11.287,M3
12.119,11.287,M3
12.119,11.29,M3
12.021,11.292,M3
12.119,11.29,M3
12.021,11.277,M3
11.924,11.276,M3
12.021,11.276,M3
11.924,11.277,M3
11.924,11.279,M3
11.924,11.281,M3
11.973,11.279,M3
12.021,11.276,M3
12.119,11.266,M3
11.973,11.265,M3
12.021,11.272,M3
12.021,11.281,M3
11.973,11.301,M3
12.021,11.316,M3
12.021,11.327,M3
12.119,11.329,M3
12.021,11.329,M3
11.973,11.318,M3
11.973,11.323,M3
12.021,11.34,M3
11.924,11.332,M3
11.924,11.316,M3
11.875,11.301,M3
11.924,11.296,M3
11.826,11.29,M3
11.875,11.288,M3
11.826,11.285,M3
10.459,11.285,M3
10.313,11.288,M3
9.922,11.292,M3
9.775,11.288,M3
9.922,11.285,M3
10.313,11.277,M3
10.459,11.27,M3
9.336,11.255,M3
9.287,11.257,M3
9.727,11.263,M3
9.629,11.263,M3
9.482,11.292,M3
9.385,11.307,M3
9.385,11.307,M3
9.385,11.301,M3
9.434,11.305,M3
9.385,11.301,M3
9.189,11.279,M3
9.287,11.272,M3
8.945,11.27,M3
8.652,11.272,M3
8.506,11.283,M3
8.652,11.288,M3
8.164,11.292,M3
8.75,11.287,M3
8.604,11.316,M3
8.555,11.345,M3
8.213,11.327,M3
8.066,11.331,M3
8.164,11.321,M3
8.066,11.325,M3
7.871,11.316,M3
8.359,11.305,M3
8.262,11.307,M3
7.188,11.298,M3
8.408,11.325,M3
8.164,11.327,M3
7.725,11.332,M3
7.285,11.329,M3
7.627,11.321,M3
8.018,11.329,M3
8.701,11.334,M3
8.115,11.334,M3
8.799,11.325,M3
9.189,11.323,M3
9.092,11.314,M3
8.799,11.316,M3
8.799,11.309,M3
8.408,11.309,M3
8.359,11.309,M3
8.896,11.316,M3
8.311,11.316,M3
8.018,11.334,M3
8.115,11.347,M3
8.408,11.351,M3
8.799,11.349,M3
8.701,11.336,M3
8.994,11.318,M3
8.799,11.325,M3
9.141,11.318,M3
9.434,11.318,M3
9.434,11.318,M3
9.775,11.327,M3
9.58,11.34,M3
10.068,11.349,M3
10.02,11.342,M3
10.215,11.34,M3
10.459,11.342,M3
10.752,11.343,M3
10.752,11.343,M3
10.996,11.338,M3
10.996,11.327,M3
10.898,11.314,M3
11.045,11.281,M3
10.752,11.268,M3
10.703,11.257,M3
10.654,11.259,M3
10.654,11.281,M3
10.703,11.298,M3
10.898,11.305,M3
11.094,11.307,M3
11.24,11.307,M3
11.338,11.31,M3
11.436,11.314,M3
10.996,11.31,M3
10.801,11.309,M3
11.289,11.31,M3
11.582,11.314,M3
11.387,11.312,M3
11.484,11.312,M3
11.338,11.31,M3
11.484,11.321,M3
11.387,11.314,M3
11.094,11.301,M3
11.191,11.296,M3
11.24,11.296,M3
11.24,11.298,M3
11.289,11.303,M3
11.191,11.309,M3
11.24,11.299,M3
10.117,11.299,M3
10.215,11.296,M3
10.117,11.303,M3
10.02,11.31,M3
9.775,11.314,M3
9.922,11.321,M3
10.41,11.285,M3
10.703,11.265,M3
9.287,11.266,M3
9.824,11.263,M3
9.629,11.274,M3
9.238,11.277,M3
9.385,11.285,M3
9.629,11.283,M3
9.971,11.274,M3
10.068,11.255,M3
9.922,11.23,M3
9.824,11.223,M3
9.873,11.201,M3
8.066,11.246,M3
8.701,11.274,M3
9.531,11.274,M3
9.141,11.268,M3
9.287,11.263,M3
8.311,11.257,M3
8.75,11.261,M3
9.189,11.257,M3
9.58,11.224,M3
9.434,11.204,M3
9.385,11.188,M3
8.848,11.166,M3
9.775,11.166,M3
8.994,11.158,M3
9.482,11.179,M3
8.506,11.212,M3
9.678,11.228,M3
9.824,11.235,M3
10.02,11.237,M3
9.922,11.239,M3
9.189,11.228,M3
10.166,11.215,M3
10.166,11.213,M3
9.678,11.201,M3
10.605,11.191,M3
10.703,11.193,M3
10.85,11.179,M3
10.996,11.168,M3
11.143,11.168,M3
10.947,11.175,M3
10.898,11.188,M3
10.85,11.201,M3
11.045,11.171,M3
11.094,11.29,M3
11.143,11.36,M3
10.654,11.365,M3
11.143,11.235,M3
10.41,11.193,M3
10.898,11.191,M3
11.094,11.197,M3
10.947,11.197,M3
10.752,11.197,M3
11.143,11.197,M3
11.436,11.201,M3
11.338,11.204,M3
11.729,11.204,M3
12.51,11.202,M3
12.559,11.195,M3
12.461,11.195,M3
12.412,11.193,M3
12.607,11.191,M3
12.803,11.193,M3
12.705,11.195,M3
12.754,11.199,M3
12.803,11.228,M3
12.314,11.303,M3
12.656,11.334,M3
12.412,11.353,M3
12.559,11.353,M3
12.705,11.334,M3
12.705,11.332,M3
12.803,11.336,M3
12.949,11.338,M3
12.803,11.334,M3
12.852,11.329,M3
12.217,11.321,M3
12.9,11.329,M3
12.705,11.336,M3
12.119,11.334,M3
11.875,11.331,M3
11.875,11.331,M3
11.777,11.331,M3
11.582,11.327,M3
11.68,11.32,M3
11.045,11.309,M3
10.557,11.309,M3
9.873,11.29,M3
10.459,11.287,M3
10.361,11.292,M3
10.508,11.292,M3
10.361,11.294,M3
8.555,11.287,M3
10.41,11.274,M3
9.971,11.281,M3
10.215,11.285,M3
10.41,11.294,M3
10.361,11.299,M3
10.313,11.305,M3
10.166,11.309,M3
10.313,11.305,M3
10.361,11.298,M3
8.018,11.287,M3
7.383,11.261,M3
7.725,11.248,M3
8.213,11.254,M3
9.385,11.27,M3
12.51,11.279,M3
11.338,11.277,M3
9.971,11.27,M3
10.02,11.272,M3
9.385,11.277,M3
8.75,11.277,M3
8.066,11.283,M3
9.678,11.255,M3
6.846,11.223,M3
5.674,11.206,M3
6.748,11.182,M3
8.115,11.153,M3
5.967,11.142,M3
7.578,11.16,M3
6.797,11.16,M3
7.236,11.168,M3
6.699,11.147,M3
7.09,11.147,M3
6.211,11.093,M3
7.432,10.995,M3
7.48,10.966,M3
7.725,10.886,M3
6.162,10.86,M3
7.773,10.845,M3
8.066,10.834,M3
8.213,10.834,M3
8.701,10.851,M3
8.311,10.822,M3
9.189,10.836,M3
9.434,10.931,M3
9.775,10.964,M3
10.068,11.028,M3
10.752,11.039,M3
10.996,10.997,M3
10.361,10.937,M3
10.752,10.946,M3
11.094,10.992,M3
11.191,11.012,M3
11.387,11.041,M3
11.387,11.032,M3
11.387,11.008,M3
11.582,11.01,M3
11.094,11.012,M3
11.924,11.036,M3
11.924,11.049,M3
11.924,11.067,M3
11.875,11.06,M3
11.875,11.072,M3
11.924,11.067,M3
11.875,11.063,M3
11.875,11.054,M3
12.021,11.025,M3
12.021,11.017,M3
12.119,10.979,M3
12.168,10.974,M3
12.119,10.995,M3
12.07,11.032,M3
12.266,11.078,M3
12.07,11.133,M3
12.217,11.175,M3
10.264,11.116,M3
9.043,11.115,M3
8.701,11.107,M3
8.066,11.109,M3
8.75,11.115,M3
9.043,11.124,M3
9.092,11.149,M3
9.336,11.16,M3
9.141,11.186,M3
9.434,11.195,M3
9.824,11.201,M3
9.873,11.201,M3
9.873,11.201,M3
9.922,11.204,M3
10.166,11.202,M3
9.922,11.206,M3
9.971,11.208,M3
10.117,11.206,M3
10.117,11.213,M3
10.117,11.223,M3
10.215,11.215,M3
10.459,11.03,M3
10.654,10.842,M3
10.85,10.796,M3
10.801,10.853,M3
10.459,10.889,M3
11.094,10.961,M3
11.729,10.952,M3
11.924,11.127,M3
11.924,11.212,M3
11.924,11.228,M3
11.924,11.226,M3
11.875,11.223,M3
12.07,11.221,M3
12.119,11.219,M3
12.168,11.223,M3
12.217,11.226,M3
12.217,11.223,M3
12.217,11.217,M3
11.68,11.21,M3
11.289,11.208,M3
10.361,11.206,M3
10.703,11.204,M3
10.117,11.208,M3
10.166,11.208,M3
10.459,11.184,M3
10.605,11.18,M3
10.654,11.177,M3
10.605,11.153,M3
10.508,11.124,M3
10.361,11.136,M3
10.361,11.162,M3
9.58,11.19,M3
9.971,11.193,M3
10.361,11.199,M3
9.922,11.197,M3
10.459,11.195,M3
10.703,11.197,M3
10.557,11.201,M3
10.508,11.193,M3
10.752,11.201,M3
9.873,11.191,M3
10.557,11.193,M3
10.459,11.188,M3
10.41,11.18,M3
10.508,11.179,M3
10.557,11.179,M3
10.947,11.186,M3
11.045,11.188,M3
11.191,11.195,M3
11.143,11.208,M3
11.289,11.202,M3
11.387,11.197,M3
10.898,11.195,M3
10.703,11.195,M3
10.313,11.195,M3
8.359,11.184,M3
8.066,11.182,M3
7.871,11.179,M3
8.066,11.169,M3
7.383,11.179,M3
6.602,11.175,M3
7.09,11.16,M3
6.65,11.166,M3
7.188,11.164,M3
6.113,11.155,M3
7.725,10.933,M3
8.555,10.917,M3
8.506,10.897,M3
8.848,10.856,M3
8.652,10.853,M3
8.994,10.856,M3
8.994,10.842,M3
8.652,10.871,M3
8.994,10.906,M3
9.727,10.902,M3
9.824,10.906,M3
9.922,10.959,M3
10.166,11.078,M3
10.41,11.085,M3
10.605,11.12,M3
10.508,11.122,M3
10.703,11.127,M3
10.752,11.12,M3
10.654,11.105,M3
9.434,11.102,M3
9.824,11.1,M3
10.752,11.111,M3
10.703,11.118,M3
10.605,11.116,M3
10.41,11.118,M3
10.166,11.124,M3
10.117,11.129,M3
10.605,11.125,M3
10.41,11.125,M3
10.703,11.12,M3
10.215,11.118,M3
10.508,11.124,M3
9.873,11.12,M3
9.873,11.124,M3
10.752,11.144,M3
10.752,11.153,M3
10.752,11.166,M3
10.801,11.173,M3
10.801,11.186,M3
10.947,11.19,M3
10.898,11.202,M3
11.045,11.206,M3
10.801,11.208,M3
10.801,11.208,M3
10.801,11.201,M3
10.703,11.204,M3
10.752,11.199,M3
11.143,11.212,M3
11.24,11.212,M3
8.652,11.164,M3
9.287,11.164,M3
9.043,11.171,M3
9.043,11.166,M3
8.994,11.169,M3
9.287,11.155,M3
9.775,11.118,M3
9.922,11.089,M3
10.41,11.065,M3
10.459,11.054,M3
10.703,11.049,M3
10.898,11.043,M3
10.85,11.032,M3
10.654,11.028,M3
10.264,11.025,M3
10.215,11.021,M3
10.313,11.008,M3
10.654,11.01,M3
10.947,11.016,M3
11.045,11.001,M3
11.387,10.995,M3
11.289,11.005,M3
11.338,11.014,M3
11.338,11.027,M3
11.24,11.036,M3
11.094,11.043,M3
10.557,11.054,M3
10.654,11.065,M3
10.703,11.054,M3
10.117,11.045,M3
9.873,11.017,M3
10.361,11.021,M3
8.896,11.019,M3
9.824,11.027,M3
9.873,11.039,M3
10.02,11.039,M3
9.775,11.034,M3
9.922,11.041,M3
9.824,11.036,M3
9.678,11.028,M3
9.531,11.014,M3
9.385,10.997,M3
9.141,10.983,M3
8.945,10.957,M3
8.848,10.946,M3
8.75,10.963,M3
8.701,10.983,M3
8.604,11.01,M3
8.457,11.03,M3
8.213,11.005,M3
7.969,11.003,M3
7.871,11.01,M3
7.822,11.01,M3
7.92,10.994,M3
8.115,10.983,M3
8.018,10.994,M3
8.164,10.986,M3
8.115,10.972,M3
8.213,10.984,M3
8.213,10.994,M3
8.506,11.019,M3
8.701,11.045,M3
8.701,11.056,M3
8.701,11.056,M3
8.799,11.045,M3
8.848,11.049,M3
8.945,11.038,M3
9.043,11.025,M3
9.043,11.03,M3
9.141,11.032,M3
9.336,11.043,M3
9.141,11.054,M3
8.994,11.061,M3
9.287,11.06,M3
9.141,11.047,M3
9.238,11.039,M3
9.336,11.021,M3
9.629,11.008,M3
9.922,10.997,M3
10.166,10.988,M3
9.922,10.981,M3
9.482,10.975,M3
9.434,10.997,M3
9.775,11.019,M3
10.117,11.043,M3
11.045,11.071,M3
10.996,11.076,M3
10.801,11.071,M3
10.605,11.061,M3
10.605,11.056,M3
10.557,11.054,M3
10.508,11.043,M3
10.41,11.03,M3
10.313,11.023,M3
10.068,11.032,M3
9.922,11.047,M3
9.385,11.06,M3
9.385,11.065,M3
9.678,11.041,M3
8.896,11.028,M3
9.043,11.014,M3
8.945,11.006,M3
9.141,10.986,M3
7.725,10.972,M3
9.141,10.97,M3
9.336,10.981,M3
8.799,10.984,M3
8.213,10.994,M3
8.018,10.999,M3
8.359,11.032,M3
8.555,11.021,M3
8.604,11.01,M3
7.969,11.006,M3
7.676,10.988,M3
7.773,10.981,M3
7.236,10.992,M3
6.211,11.006,M3
7.188,10.986,M3
6.553,11.008,M3
7.969,11.01,M3
6.846,11.008,M3
7.48,10.994,M3
7.773,10.986,M3
6.797,10.97,M3
7.48,10.961,M3
7.92,10.979,M3
7.725,10.963,M3
8.115,10.972,M3
8.262,11.014,M3
8.311,11.028,M3
8.213,11.076,M3
8.066,11.127,M3
8.164,11.164,M3
7.578,11.149,M3
8.018,11.091,M3
8.066,11.041,M3
8.066,11.008,M3
8.115,10.979,M3
8.115,10.963,M3
8.213,10.953,M3
8.311,10.941,M3
8.262,10.961,M3
8.262,10.968,M3
8.164,10.975,M3
7.969,10.968,M3
7.92,10.961,M3
7.92,10.972,M3
7.822,10.981,M3
8.018,10.984,M3
8.115,10.972,M3
7.969,10.961,M3
7.92,10.957,M3
7.822,10.953,M3
7.92,10.961,M3
7.969,10.972,M3
8.066,10.979,M3
8.213,10.983,M3
8.408,10.988,M3
8.457,10.984,M3
8.359,10.981,M3
8.408,10.966,M3
8.506,10.97,M3
8.799,10.953,M3
8.652,10.941,M3
8.457,10.935,M3
8.408,10.95,M3
8.164,10.952,M3
7.92,10.968,M3
7.529,10.99,M3
7.578,10.97,M3
7.334,10.972,M3
7.578,10.988,M3
7.92,10.979,M3
8.066,10.975,M3
8.311,10.977,M3
8.213,10.975,M3
8.262,10.977,M3
8.604,10.977,M3
8.604,11.008,M3
8.506,11.006,M3
8.457,10.994,M3
7.969,10.983,M3
7.773,10.983,M3
8.164,10.981,M3
7.676,10.975,M3
8.213,10.975,M3
8.262,10.963,M3
8.115,10.966,M3
8.311,10.988,M3
8.408,11.001,M3
8.555,11.001,M3
8.408,11.005,M3
8.262,11.01,M3
8.701,11.001,M3
8.945,10.994,M3
8.848,10.999,M3
9.092,10.994,M3
8.945,10.992,M3
8.408,10.986,M3
8.555,10.981,M3
8.75,10.988,M3
8.75,10.988,M3
8.701,10.995,M3
8.701,11.001,M3
8.652,11.012,M3
8.604,11.008,M3
8.457,10.995,M3
8.262,10.994,M3
7.92,10.999,M3
7.773,10.999,M3
7.676,11.008,M3
8.115,11.012,M3
8.652,11.016,M3
8.555,11.01,M3
8.408,11.019,M3
8.457,11.014,M3
9.775,11.038,M3
9.727,11.043,M3
10.117,11.039,M3
9.775,11.041,M3
9.678,11.038,M3
9.189,11.028,M3
10.02,11.03,M3
10.166,11.028,M3
9.971,11.03,M3
9.336,11.032,M3
9.873,11.032,M3
10.361,11.028,M3
10.459,11.027,M3
10.459,11.014,M3
10.459,11.005,M3
10.215,11.003,M3
10.02,10.994,M3
10.508,10.995,M3
10.801,10.999,M3
11.045,11.012,M3
8.945,11.019,M3
8.164,11.023,M3
7.383,11.012,M3
7.09,11.005,M3
7.139,11.008,M3
7.334,10.999,M3
7.969,11.001,M3
9.141,11.005,M3
9.043,11.012,M3
8.994,11.021,M3
8.945,11.021,M3
9.238,11.028,M3
9.092,11.028,M3
9.189,11.021,M3
8.945,11.023,M3
8.848,11.016,M3
8.799,11.012,M3
8.896,11.006,M3
8.75,10.994,M3
8.75,10.992,M3
8.799,10.975,M3
9.043,10.977,M3
9.238,10.983,M3
9.385,10.979,M3
9.629,10.983,M3
9.873,10.984,M3
9.824,10.988,M3
10.361,10.986,M3
10.459,10.986,M3
10.459,10.986,M3
10.605,10.988,M3
10.752,10.984,M3
10.752,10.981,M3
10.703,10.981,M3
10.654,10.979,M3
10.654,10.981,M3
10.557,10.977,M3
10.654,10.983,M3
10.459,10.986,M3
10.41,10.984,M3
10.313,10.986,M3
10.264,10.988,M3
10.264,10.986,M3
10.068,10.981,M3
10.068,10.981,M3
10.068,10.979,M3
10.264,10.979,M3
9.189,10.975,M3
10.166,10.979,M3
10.459,10.974,M3
10.313,10.977,M3
9.922,10.977,M3
9.238,10.983,M3
10.313,10.984,M3
10.508,10.994,M3
10.166,10.999,M3
10.703,11.014,M3
10.215,11.017,M3
10.264,11.014,M3
9.385,10.999,M3
9.434,10.995,M3
9.238,10.977,M3
9.189,10.968,M3
8.799,10.963,M3
8.457,10.963,M3
8.701,10.953,M3
8.066,10.948,M3
8.994,10.948,M3
8.945,10.946,M3
8.799,10.95,M3
7.92,10.948,M3
8.262,10.935,M3
8.457,10.909,M3
8.75,10.93,M3
8.896,10.924,M3
7.334,10.928,M3
7.041,10.924,M3
7.676,10.917,M3
8.018,10.924,M3
9.434,10.928,M3
9.873,10.928,M3
8.896,10.922,M3
9.287,10.922,M3
9.336,10.924,M3
8.848,10.928,M3
9.141,10.928,M3
9.141,10.922,M3
8.213,10.917,M3
8.896,10.917,M3
9.531,10.926,M3
8.652,10.915,M3
8.652,10.919,M3
8.799,10.902,M3
9.043,10.902,M3
9.287,10.895,M3
9.141,10.897,M3
8.799,10.887,M3
8.506,10.887,M3
9.531,10.908,M3
9.531,10.902,M3
8.701,10.904,M3
8.018,10.904,M3
7.822,10.906,M3
8.408,10.904,M3
9.385,10.897,M3
9.482,10.891,M3
9.287,10.887,M3
9.336,10.882,M3
9.434,10.887,M3
9.434,10.876,M3
9.482,10.871,M3
9.336,10.86,M3
9.043,10.844,M3
9.434,10.831,M3
9.141,10.825,M3
9.287,10.809,M3
9.287,10.818,M3
9.336,10.822,M3
9.385,10.807,M3
9.434,10.825,M3
9.629,10.842,M3
9.629,10.873,M3
9.727,10.917,M3
9.629,10.977,M3
9.58,11.014,M3
9.727,11.06,M3
9.629,11.083,M3
9.531,11.067,M3
9.287,10.983,M3
9.385,10.957,M3
9.434,10.948,M3
9.531,10.889,M3
9.531,10.882,M3
9.434,10.865,M3
9.336,10.836,M3
9.336,10.816,M3
9.336,10.822,M3
9.531,10.809,M3
9.873,10.801,M3
10.02,10.803,M3
9.971,10.798,M3
10.215,10.796,M3
10.361,10.818,M3
10.508,10.831,M3
10.654,10.842,M3
8.994,10.776,M3
9.189,10.792,M3
9.434,10.811,M3
9.678,10.865,M3
9.678,10.871,M3
8.555,10.86,M3
8.555,10.865,M3
9.531,10.876,M3
10.752,10.942,M3
11.045,10.948,M3
11.094,10.948,M3
11.094,10.95,M3
11.045,10.959,M3
10.898,10.944,M3
11.484,10.983,M3
11.533,10.977,M3
11.484,10.97,M3
11.436,10.957,M3
11.24,10.963,M3
11.289,10.964,M3
11.24,10.977,M3
11.191,10.977,M3
11.143,10.983,M3
11.045,10.983,M3
11.045,10.986,M3
11.045,10.984,M3
10.996,10.977,M3
11.045,10.979,M3
10.996,10.983,M3
11.045,10.975,M3
10.996,10.974,M3
10.996,10.975,M3
11.045,10.977,M3
10.996,10.977,M3
10.996,10.979,M3
10.996,10.992,M3
10.996,11.008,M3
11.191,11.028,M3
11.289,11.054,M3
11.045,11.052,M3
10.996,11.05,M3
10.703,11.078,M3
10.801,11.094,M3
10.85,11.083,M3
10.85,11.089,M3
10.557,11.093,M3
10.459,11.093,M3
10.459,11.096,M3
10.361,11.127,M3
10.361,11.14,M3
10.41,11.136,M3
10.508,11.105,M3
10.313,11.076,M3
10.313,11.069,M3
10.215,11.058,M3
10.313,11.056,M3
10.068,11.049,M3
10.117,11.061,M3
10.166,11.061,M3
10.166,11.058,M3
10.215,11.071,M3
10.41,11.083,M3
10.605,11.096,M3
10.898,11.129,M3
11.387,11.223,M3
11.143,11.274,M3
10.898,11.462,M3
10.801,11.514,M3
10.752,11.51,M3
10.459,11.525,M3
10.215,11.395,M3
10.117,11.373,M3
10.215,11.29,M3
10.264,11.246,M3
10.361,11.202,M3
10.41,11.202,M3
10.264,11.16,M3
10.508,11.146,M3
10.313,11.138,M3
9.531,11.129,M3
10.264,11.111,M3
10.557,11.087,M3
10.752,11.093,M3
11.143,11.089,M3
11.387,11.111,M3
11.436,11.149,M3
11.387,11.208,M3
11.631,11.241,M3
11.68,11.303,M3
11.777,11.327,M3
11.875,11.351,M3
11.729,11.329,M3
11.631,11.318,M3
11.484,11.309,M3
11.68,11.296,M3
11.533,11.288,M3
11.387,11.285,M3
11.24,11.254,M3
11.191,11.235,M3
11.143,11.21,M3
11.094,11.184,M3
10.85,11.175,M3
10.801,11.166,M3
10.703,11.136,M3
10.654,11.102,M3
10.508,11.109,M3
10.703,11.113,M3
10.996,11.109,M3
10.996,11.115,M3
10.898,11.138,M3
11.143,11.157,M3
11.436,11.173,M3
11.338,11.193,M3
11.24,11.206,M3
10.898,11.201,M3
10.947,11.202,M3
10.898,11.186,M3
10.85,11.182,M3
10.898,11.18,M3
11.045,11.186,M3
11.045,11.179,M3
11.191,11.162,M3
11.143,11.155,M3
11.045,11.153,M3
11.045,11.155,M3
11.289,11.14,M3
11.191,11.131,M3
11.045,11.129,M3
11.094,11.125,M3
10.947,11.127,M3
11.289,11.124,M3
11.533,11.142,M3
11.094,11.169,M3
11.094,11.21,M3
11.289,11.252,M3
11.387,11.288,M3
11.338,11.321,M3
11.191,11.351,M3
11.094,11.387,M3
10.947,11.376,M3
10.898,11.367,M3
10.605,11.367,M3
10.557,11.356,M3
10.313,11.34,M3
10.264,11.336,M3
10.166,11.325,M3
10.068,11.309,M3
9.775,11.274,M3
9.678,11.257,M3
9.922,11.243,M3
9.971,11.228,M3
9.873,11.212,M3
9.482,11.232,M3
9.873,11.248,M3
10.02,11.27,M3
10.068,11.303,M3
10.02,11.343,M3
10.068,11.376,M3
10.313,11.393,M3
10.508,11.428,M3
9.824,11.444,M3
9.873,11.431,M3
9.775,11.457,M3
9.824,11.444,M3
9.824,11.429,M3
10.41,11.428,M3
10.801,11.417,M3
10.898,11.404,M3
10.801,11.393,M3
10.654,11.369,M3
10.752,11.36,M3
10.703,11.351,M3
10.654,11.336,M3
10.752,11.309,M3
10.947,11.285,M3
10.947,11.283,M3
10.801,11.29,M3
10.898,11.32,M3
11.045,11.395,M3
11.68,11.49,M3
12.559,11.534,M3
13.193,11.646,M3
12.998,11.858,M3
13.047,11.852,M3
12.852,12.365,M3
12.705,11.841,M3
12.461,11.807,M3
11.973,12.078,M3
11.582,11.878,M3
11.338,11.854,M3
11.143,11.768,M3
10.996,11.68,M3
10.996,11.655,M3
10.996,11.68,M3
10.801,11.7,M3
10.654,11.583,M3
10.605,11.565,M3
10.654,11.492,M3
10.654,11.468,M3
10.654,11.479,M3
10.557,11.428,M3
10.41,11.497,M3
10.313,11.517,M3
10.654,11.596,M3
10.85,11.669,M3
10.85,11.671,M3
10.898,11.675,M3
10.654,11.682,M3
10.508,11.656,M3
10.508,11.638,M3
10.947,11.598,M3
10.996,11.543,M3
10.85,11.501,M3
10.117,11.451,M3
9.238,11.444,M3
8.652,11.418,M3
8.115,11.422,M3
7.676,11.407,M3
6.553,11.375,M3
6.26,11.349,M3
6.455,11.285,M3
6.406,11.268,M3
6.211,11.223,M3
6.211,11.202,M3
6.016,11.179,M3
5.967,11.197,M3
6.357,11.235,M3
6.602,11.265,M3
7.09,11.312,M3
7.48,11.334,M3
7.871,11.354,M3
8.066,11.347,M3
8.262,11.32,M3
8.311,11.298,M3
8.115,11.285,M3
7.969,11.255,M3
7.969,11.246,M3
8.066,11.235,M3
8.115,11.226,M3
7.92,11.224,M3
7.773,11.23,M3
7.822,11.239,M3
7.334,11.23,M3
7.09,11.232,M3
7.09,11.204,M3
7.529,11.122,M3
7.578,11.115,M3
7.725,11.118,M3
7.822,11.149,M3
7.969,11.19,M3
8.066,11.272,M3
8.311,11.318,M3
8.359,11.353,M3
8.506,11.375,M3
8.506,11.364,M3
8.506,11.342,M3
8.457,11.314,M3
8.457,11.283,M3
8.359,11.246,M3
8.457,11.234,M3
8.457,11.221,M3
8.604,11.193,M3
8.604,11.179,M3
8.75,11.175,M3
8.799,11.169,M3
8.701,11.175,M3
8.262,11.177,M3
8.75,11.144,M3
8.701,11.12,M3
8.945,11.116,M3
8.994,11.129,M3
9.58,11.133,M3
9.531,11.147,M3
9.434,11.168,M3
9.824,11.169,M3
9.531,11.191,M3
9.824,11.23,M3
9.629,11.226,M3
9.775,11.208,M3
9.678,11.18,M3
9.482,11.162,M3
9.629,11.153,M3
9.531,11.147,M3
9.482,11.133,M3
9.482,11.122,M3
9.238,11.104,M3
9.189,11.098,M3
9.141,11.093,M3
8.945,11.105,M3
8.896,11.107,M3
8.701,11.093,M3
8.896,11.087,M3
8.848,11.089,M3
9.092,11.113,M3
9.141,11.129,M3
9.092,11.157,M3
9.141,11.221,M3
9.141,11.312,M3
9.141,11.422,M3
9.385,11.523,M3
9.678,11.592,M3
9.922,11.646,M3
10.068,11.62,M3
10.361,11.567,M3
10.117,11.503,M3
9.971,11.472,M3
10.41,11.389,M3
10.898,11.318,M3
11.191,11.287,M3
11.24,11.252,M3
11.191,11.201,M3
11.094,11.173,M3
11.094,11.157,M3
11.094,11.151,M3
11.094,11.157,M3
11.094,11.162,M3
11.094,11.177,M3
11.191,11.182,M3
10.996,11.19,M3
11.191,11.18,M3
11.289,11.171,M3
11.143,11.199,M3
11.436,11.195,M3
10.605,11.191,M3
11.094,11.188,M3
11.338,11.186,M3
11.338,11.204,M3
11.338,11.201,M3
11.24,11.204,M3
11.191,11.199,M3
11.143,11.186,M3
11.045,11.173,M3
11.094,11.168,M3
11.191,11.158,M3
11.143,11.151,M3
11.045,11.14,M3
11.24,11.138,M3
10.508,11.136,M3
11.289,11.135,M3
10.703,11.146,M3
11.094,11.16,M3
11.094,11.162,M3
11.338,11.168,M3
11.387,11.166,M3
11.387,11.175,M3
11.436,11.191,M3
11.826,11.21,M3
11.729,11.213,M3
