"temperature","feels_like","humidity","time","location"
18.0,16.35,19.0,"2021-01-05 06:30:00",Guest Room
15.0,14.3,67.0,"2021-01-05 06:30:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 06:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 06:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 06:45:00",Guest Room
15.0,14.3,67.0,"2021-01-05 06:45:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 07:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 07:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 07:00:00",Guest Room
16.0,15.43,68.0,"2021-01-05 07:00:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 07:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 07:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 07:15:00",Guest Room
16.0,15.4,67.0,"2021-01-05 07:15:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 07:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 07:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 07:30:00",Guest Room
16.0,15.43,68.0,"2021-01-05 07:30:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 07:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 07:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 07:45:00",Guest Room
16.0,15.43,68.0,"2021-01-05 07:45:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 08:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 08:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 08:00:00",Guest Room
16.0,15.4,67.0,"2021-01-05 08:00:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 08:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 08:15:00",Kids Room
18.0,16.35,19.0,"2021-01-05 08:15:00",Guest Room
16.0,15.4,67.0,"2021-01-05 08:15:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 08:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 08:30:00",Kids Room
18.0,16.35,19.0,"2021-01-05 08:30:00",Guest Room
16.0,15.43,68.0,"2021-01-05 08:30:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 08:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 08:45:00",Kids Room
18.0,16.35,19.0,"2021-01-05 08:45:00",Guest Room
16.0,15.43,68.0,"2021-01-05 08:45:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-05 09:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 09:00:00",Kids Room
18.0,16.35,19.0,"2021-01-05 09:00:00",Guest Room
16.0,15.43,68.0,"2021-01-05 09:00:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 09:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 09:15:00",Kids Room
18.0,16.35,19.0,"2021-01-05 09:15:00",Guest Room
16.0,15.43,68.0,"2021-01-05 09:15:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-05 09:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 09:30:00",Kids Room
18.0,16.35,19.0,"2021-01-05 09:30:00",Guest Room
15.0,14.3,67.0,"2021-01-05 09:30:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-05 09:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 09:45:00",Kids Room
18.0,16.35,19.0,"2021-01-05 09:45:00",Guest Room
15.0,14.3,67.0,"2021-01-05 09:45:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 10:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 10:00:00",Kids Room
18.0,16.35,19.0,"2021-01-05 10:00:00",Guest Room
15.0,14.3,67.0,"2021-01-05 10:00:00",Fernanda's Room
14.0,12.89,55.0,"2021-01-05 10:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 10:15:00",Kids Room
18.0,16.35,19.0,"2021-01-05 10:15:00",Guest Room
15.0,14.3,67.0,"2021-01-05 10:15:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-05 10:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 10:30:00",Kids Room
18.0,16.35,19.0,"2021-01-05 10:30:00",Guest Room
15.0,14.33,68.0,"2021-01-05 10:30:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-05 10:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 10:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 10:45:00",Guest Room
15.0,14.33,68.0,"2021-01-05 10:45:00",Fernanda's Room
14.0,12.84,53.0,"2021-01-05 11:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 11:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 11:00:00",Guest Room
15.0,14.33,68.0,"2021-01-05 11:00:00",Fernanda's Room
14.0,12.81,52.0,"2021-01-05 11:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 11:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 11:15:00",Guest Room
15.0,14.33,68.0,"2021-01-05 11:15:00",Fernanda's Room
14.0,12.73,49.0,"2021-01-05 11:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 11:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 11:30:00",Guest Room
16.0,15.46,69.0,"2021-01-05 11:30:00",Fernanda's Room
14.0,12.71,48.0,"2021-01-05 11:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 11:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 11:45:00",Guest Room
16.0,15.43,68.0,"2021-01-05 11:45:00",Fernanda's Room
14.0,12.71,48.0,"2021-01-05 12:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 12:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 12:00:00",Guest Room
16.0,15.43,68.0,"2021-01-05 12:00:00",Fernanda's Room
13.0,11.63,49.0,"2021-01-05 12:15:00.720000000",Master Room
16.0,14.18,20.0,"2021-01-05 12:15:00.720000000",Kids Room
19.0,17.43,18.0,"2021-01-05 12:15:00.720000000",Guest Room
16.0,15.43,68.0,"2021-01-05 12:15:00.720000000",Fernanda's Room
13.0,11.66,50.0,"2021-01-05 12:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 12:30:00",Kids Room
20.0,18.53,18.0,"2021-01-05 12:30:00",Guest Room
16.0,15.43,68.0,"2021-01-05 12:30:00",Fernanda's Room
13.0,11.66,50.0,"2021-01-05 12:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 12:45:00",Kids Room
20.0,18.53,18.0,"2021-01-05 12:45:00",Guest Room
16.0,15.43,68.0,"2021-01-05 12:45:00",Fernanda's Room
13.0,11.63,49.0,"2021-01-05 13:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 13:00:00",Kids Room
20.0,18.53,18.0,"2021-01-05 13:00:00",Guest Room
16.0,15.4,67.0,"2021-01-05 13:00:00",Fernanda's Room
13.0,11.66,50.0,"2021-01-05 13:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 13:15:00",Kids Room
20.0,18.53,18.0,"2021-01-05 13:15:00",Guest Room
16.0,15.4,67.0,"2021-01-05 13:15:00",Fernanda's Room
13.0,11.69,51.0,"2021-01-05 13:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 13:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 13:30:00",Guest Room
16.0,15.43,68.0,"2021-01-05 13:30:00",Fernanda's Room
13.0,11.71,52.0,"2021-01-05 13:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 13:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 13:45:00",Guest Room
16.0,15.43,68.0,"2021-01-05 13:45:00",Fernanda's Room
13.0,11.74,53.0,"2021-01-05 14:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 14:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 14:00:00",Guest Room
16.0,15.46,69.0,"2021-01-05 14:00:00",Fernanda's Room
13.0,11.74,53.0,"2021-01-05 14:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 14:15:00",Kids Room
20.0,18.53,18.0,"2021-01-05 14:15:00",Guest Room
16.0,15.46,69.0,"2021-01-05 14:15:00",Fernanda's Room
13.0,11.74,53.0,"2021-01-05 14:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 14:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 14:30:00",Guest Room
16.0,15.46,69.0,"2021-01-05 14:30:00",Fernanda's Room
13.0,11.74,53.0,"2021-01-05 14:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 14:45:00",Kids Room
20.0,18.53,18.0,"2021-01-05 14:45:00",Guest Room
17.0,16.53,68.0,"2021-01-05 14:45:00",Fernanda's Room
13.0,11.74,53.0,"2021-01-05 15:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 15:00:00",Kids Room
20.0,18.53,18.0,"2021-01-05 15:00:00",Guest Room
17.0,16.53,68.0,"2021-01-05 15:00:00",Fernanda's Room
13.0,11.77,54.0,"2021-01-05 15:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 15:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 15:15:00",Guest Room
17.0,16.5,67.0,"2021-01-05 15:15:00",Fernanda's Room
13.0,11.79,55.0,"2021-01-05 15:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 15:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 15:30:00",Guest Room
17.0,16.5,67.0,"2021-01-05 15:30:00",Fernanda's Room
13.0,11.82,56.0,"2021-01-05 15:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 15:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 15:45:00",Guest Room
17.0,16.48,66.0,"2021-01-05 15:45:00",Fernanda's Room
13.0,11.82,56.0,"2021-01-05 16:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 16:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 16:00:00",Guest Room
17.0,16.48,66.0,"2021-01-05 16:00:00",Fernanda's Room
13.0,11.84,57.0,"2021-01-05 16:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 16:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 16:15:00",Guest Room
17.0,16.48,66.0,"2021-01-05 16:15:00",Fernanda's Room
13.0,11.84,57.0,"2021-01-05 16:30:00",Master Room
17.0,15.25,19.0,"2021-01-05 16:30:00",Kids Room
18.0,16.35,19.0,"2021-01-05 16:30:00",Guest Room
18.0,17.58,66.0,"2021-01-05 16:30:00",Fernanda's Room
13.0,11.84,57.0,"2021-01-05 16:45:00",Master Room
17.0,15.25,19.0,"2021-01-05 16:45:00",Kids Room
18.0,17.6,67.0,"2021-01-05 16:45:00",Fernanda's Room
13.0,11.82,56.0,"2021-01-05 17:00:00",Master Room
17.0,15.25,19.0,"2021-01-05 17:00:00",Kids Room
18.0,17.6,67.0,"2021-01-05 17:00:00",Fernanda's Room
13.0,11.82,56.0,"2021-01-05 17:15:00",Master Room
17.0,15.25,19.0,"2021-01-05 17:15:00",Kids Room
18.0,17.6,67.0,"2021-01-05 17:15:00",Fernanda's Room
13.0,11.82,56.0,"2021-01-05 17:30:00",Master Room
17.0,15.25,19.0,"2021-01-05 17:30:00",Kids Room
18.0,17.6,67.0,"2021-01-05 17:30:00",Fernanda's Room
13.0,11.79,55.0,"2021-01-05 17:45:00",Master Room
16.0,14.18,20.0,"2021-01-05 17:45:00",Kids Room
18.0,17.6,67.0,"2021-01-05 17:45:00",Fernanda's Room
13.0,11.77,54.0,"2021-01-05 18:00:00",Master Room
16.0,14.18,20.0,"2021-01-05 18:00:00",Kids Room
17.0,16.48,66.0,"2021-01-05 18:00:00",Fernanda's Room
13.0,11.79,55.0,"2021-01-05 18:15:00",Master Room
16.0,14.18,20.0,"2021-01-05 18:15:00",Kids Room
16.0,14.18,20.0,"2021-01-05 18:15:00",Guest Room
17.0,16.48,66.0,"2021-01-05 18:15:00",Fernanda's Room
13.0,11.82,56.0,"2021-01-05 18:30:00",Master Room
16.0,14.18,20.0,"2021-01-05 18:30:00",Kids Room
17.0,15.25,19.0,"2021-01-05 18:30:00",Guest Room
17.0,16.5,67.0,"2021-01-05 18:30:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-05 18:45:00",Master Room
17.0,15.25,19.0,"2021-01-05 18:45:00",Kids Room
18.0,16.35,19.0,"2021-01-05 18:45:00",Guest Room
18.0,17.63,68.0,"2021-01-05 18:45:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-05 19:00:00",Master Room
17.0,15.25,19.0,"2021-01-05 19:00:00",Kids Room
18.0,16.35,19.0,"2021-01-05 19:00:00",Guest Room
18.0,17.66,69.0,"2021-01-05 19:00:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 19:15:00",Master Room
17.0,15.25,19.0,"2021-01-05 19:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 19:15:00",Guest Room
18.0,17.66,69.0,"2021-01-05 19:15:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 19:30:00",Master Room
17.0,15.25,19.0,"2021-01-05 19:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 19:30:00",Guest Room
18.0,17.66,69.0,"2021-01-05 19:30:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 19:45:00",Master Room
17.0,15.25,19.0,"2021-01-05 19:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 19:45:00",Guest Room
18.0,17.66,69.0,"2021-01-05 19:45:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 20:00:00",Master Room
17.0,15.25,19.0,"2021-01-05 20:00:00",Kids Room
20.0,18.53,18.0,"2021-01-05 20:00:00",Guest Room
18.0,17.63,68.0,"2021-01-05 20:00:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 20:15:00",Master Room
18.0,16.35,19.0,"2021-01-05 20:15:00",Kids Room
20.0,18.53,18.0,"2021-01-05 20:15:00",Guest Room
19.0,18.68,66.0,"2021-01-05 20:15:00",Fernanda's Room
14.0,13.05,61.0,"2021-01-05 20:30:00",Master Room
17.0,15.25,19.0,"2021-01-05 20:30:00",Kids Room
20.0,18.53,18.0,"2021-01-05 20:30:00",Guest Room
19.0,18.68,66.0,"2021-01-05 20:30:00",Fernanda's Room
14.0,13.05,61.0,"2021-01-05 20:45:00",Master Room
17.0,15.25,19.0,"2021-01-05 20:45:00",Kids Room
20.0,18.53,18.0,"2021-01-05 20:45:00",Guest Room
19.0,18.65,65.0,"2021-01-05 20:45:00",Fernanda's Room
14.0,13.05,61.0,"2021-01-05 21:00:00",Master Room
17.0,15.25,19.0,"2021-01-05 21:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 21:00:00",Guest Room
19.0,18.65,65.0,"2021-01-05 21:00:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 21:15:00",Master Room
17.0,15.25,19.0,"2021-01-05 21:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 21:15:00",Guest Room
18.0,17.58,66.0,"2021-01-05 21:15:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 21:30:00",Master Room
17.0,15.25,19.0,"2021-01-05 21:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 21:30:00",Guest Room
18.0,17.58,66.0,"2021-01-05 21:30:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 21:45:00",Master Room
17.0,15.25,19.0,"2021-01-05 21:45:00",Kids Room
19.0,17.43,18.0,"2021-01-05 21:45:00",Guest Room
18.0,17.58,66.0,"2021-01-05 21:45:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 22:00:00",Master Room
17.0,15.25,19.0,"2021-01-05 22:00:00",Kids Room
19.0,17.43,18.0,"2021-01-05 22:00:00",Guest Room
18.0,17.55,65.0,"2021-01-05 22:00:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-05 22:15:00",Master Room
17.0,15.25,19.0,"2021-01-05 22:15:00",Kids Room
19.0,17.43,18.0,"2021-01-05 22:15:00",Guest Room
18.0,17.58,66.0,"2021-01-05 22:15:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 22:30:00",Master Room
17.0,15.25,19.0,"2021-01-05 22:30:00",Kids Room
19.0,17.43,18.0,"2021-01-05 22:30:00",Guest Room
18.0,17.55,65.0,"2021-01-05 22:30:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 22:45:00",Master Room
17.0,15.25,19.0,"2021-01-05 22:45:00",Kids Room
20.0,18.53,18.0,"2021-01-05 22:45:00",Guest Room
18.0,17.55,65.0,"2021-01-05 22:45:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 23:00:00",Master Room
18.0,16.35,19.0,"2021-01-05 23:00:00",Kids Room
20.0,18.53,18.0,"2021-01-05 23:00:00",Guest Room
18.0,17.53,64.0,"2021-01-05 23:00:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 23:15:00",Master Room
18.0,16.35,19.0,"2021-01-05 23:15:00",Kids Room
20.0,18.53,18.0,"2021-01-05 23:15:00",Guest Room
19.0,18.63,64.0,"2021-01-05 23:15:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-05 23:30:00",Master Room
18.0,16.35,19.0,"2021-01-05 23:30:00",Kids Room
20.0,18.53,18.0,"2021-01-05 23:30:00",Guest Room
19.0,18.63,64.0,"2021-01-05 23:30:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-05 23:45:00",Master Room
18.0,16.35,19.0,"2021-01-05 23:45:00",Kids Room
20.0,18.53,18.0,"2021-01-05 23:45:00",Guest Room
19.0,18.65,65.0,"2021-01-05 23:45:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-06 00:00:00",Master Room
17.0,15.25,19.0,"2021-01-06 00:00:00",Kids Room
20.0,18.53,18.0,"2021-01-06 00:00:00",Guest Room
19.0,18.65,65.0,"2021-01-06 00:00:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-06 00:15:00",Master Room
18.0,16.35,19.0,"2021-01-06 00:15:00",Kids Room
20.0,18.53,18.0,"2021-01-06 00:15:00",Guest Room
19.0,18.65,65.0,"2021-01-06 00:15:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-06 00:30:00",Master Room
17.0,15.25,19.0,"2021-01-06 00:30:00",Kids Room
20.0,18.53,18.0,"2021-01-06 00:30:00",Guest Room
18.0,17.55,65.0,"2021-01-06 00:30:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-06 00:45:00",Master Room
17.0,15.25,19.0,"2021-01-06 00:45:00",Kids Room
20.0,18.53,18.0,"2021-01-06 00:45:00",Guest Room
18.0,17.55,65.0,"2021-01-06 00:45:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-06 01:00:00",Master Room
17.0,15.25,19.0,"2021-01-06 01:00:00",Kids Room
20.0,18.53,18.0,"2021-01-06 01:00:00",Guest Room
18.0,17.55,65.0,"2021-01-06 01:00:00",Fernanda's Room
14.0,13.0,59.0,"2021-01-06 01:15:00",Master Room
17.0,15.25,19.0,"2021-01-06 01:15:00",Kids Room
20.0,18.53,18.0,"2021-01-06 01:15:00",Guest Room
18.0,17.58,66.0,"2021-01-06 01:15:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-06 01:30:00",Master Room
17.0,15.25,19.0,"2021-01-06 01:30:00",Kids Room
20.0,18.53,18.0,"2021-01-06 01:30:00",Guest Room
18.0,17.58,66.0,"2021-01-06 01:30:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-06 01:45:00",Master Room
17.0,15.25,19.0,"2021-01-06 01:45:00",Kids Room
20.0,18.53,18.0,"2021-01-06 01:45:00",Guest Room
18.0,17.58,66.0,"2021-01-06 01:45:00",Fernanda's Room
14.0,12.97,58.0,"2021-01-06 02:00:00",Master Room
17.0,15.25,19.0,"2021-01-06 02:00:00",Kids Room
19.0,17.43,18.0,"2021-01-06 02:00:00",Guest Room
18.0,17.58,66.0,"2021-01-06 02:00:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 02:15:00.060000000",Master Room
17.0,15.25,19.0,"2021-01-06 02:15:00.060000000",Kids Room
19.0,17.43,18.0,"2021-01-06 02:15:00.060000000",Guest Room
18.0,17.58,66.0,"2021-01-06 02:15:00.060000000",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 02:30:00",Master Room
17.0,15.25,19.0,"2021-01-06 02:30:00",Kids Room
19.0,17.43,18.0,"2021-01-06 02:30:00",Guest Room
17.0,16.45,65.0,"2021-01-06 02:30:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 02:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 02:45:00",Kids Room
20.0,18.53,18.0,"2021-01-06 02:45:00",Guest Room
17.0,16.45,65.0,"2021-01-06 02:45:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 03:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 03:00:00",Kids Room
19.0,17.43,18.0,"2021-01-06 03:00:00",Guest Room
17.0,16.45,65.0,"2021-01-06 03:00:00",Fernanda's Room
14.0,12.89,55.0,"2021-01-06 03:15:00",Master Room
16.0,14.18,20.0,"2021-01-06 03:15:00",Kids Room
19.0,17.43,18.0,"2021-01-06 03:15:00",Guest Room
17.0,16.45,65.0,"2021-01-06 03:15:00",Fernanda's Room
14.0,12.89,55.0,"2021-01-06 03:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 03:30:00",Kids Room
19.0,17.43,18.0,"2021-01-06 03:30:00",Guest Room
17.0,16.45,65.0,"2021-01-06 03:30:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-06 03:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 03:45:00",Kids Room
18.0,16.35,19.0,"2021-01-06 03:45:00",Guest Room
17.0,16.45,65.0,"2021-01-06 03:45:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-06 04:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 04:00:00",Kids Room
18.0,16.35,19.0,"2021-01-06 04:00:00",Guest Room
17.0,16.48,66.0,"2021-01-06 04:00:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-06 04:15:00",Master Room
16.0,14.18,20.0,"2021-01-06 04:15:00",Kids Room
18.0,16.35,19.0,"2021-01-06 04:15:00",Guest Room
17.0,16.48,66.0,"2021-01-06 04:15:00",Fernanda's Room
14.0,12.84,53.0,"2021-01-06 04:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 04:30:00",Kids Room
18.0,16.35,19.0,"2021-01-06 04:30:00",Guest Room
16.0,15.38,66.0,"2021-01-06 04:30:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-06 04:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 04:45:00",Kids Room
18.0,16.35,19.0,"2021-01-06 04:45:00",Guest Room
16.0,15.38,66.0,"2021-01-06 04:45:00",Fernanda's Room
14.0,12.84,53.0,"2021-01-06 05:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 05:00:00",Kids Room
18.0,16.35,19.0,"2021-01-06 05:00:00",Guest Room
16.0,15.4,67.0,"2021-01-06 05:00:00",Fernanda's Room
14.0,12.84,53.0,"2021-01-06 05:15:00",Master Room
16.0,14.18,20.0,"2021-01-06 05:15:00",Kids Room
18.0,16.35,19.0,"2021-01-06 05:15:00",Guest Room
16.0,15.4,67.0,"2021-01-06 05:15:00",Fernanda's Room
14.0,12.84,53.0,"2021-01-06 05:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 05:30:00",Kids Room
18.0,16.35,19.0,"2021-01-06 05:30:00",Guest Room
16.0,15.4,67.0,"2021-01-06 05:30:00",Fernanda's Room
14.0,12.79,51.0,"2021-01-06 05:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 05:45:00",Kids Room
18.0,16.35,19.0,"2021-01-06 05:45:00",Guest Room
16.0,15.4,67.0,"2021-01-06 05:45:00",Fernanda's Room
14.0,12.79,51.0,"2021-01-06 06:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 06:00:00",Kids Room
18.0,16.35,19.0,"2021-01-06 06:00:00",Guest Room
16.0,15.4,67.0,"2021-01-06 06:00:00",Fernanda's Room
14.0,12.89,55.0,"2021-01-06 06:15:00.120000000",Master Room
16.0,14.18,20.0,"2021-01-06 06:15:00.120000000",Kids Room
18.0,16.35,19.0,"2021-01-06 06:15:00.120000000",Guest Room
16.0,15.4,67.0,"2021-01-06 06:15:00.120000000",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 06:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 06:30:00",Kids Room
18.0,16.35,19.0,"2021-01-06 06:30:00",Guest Room
16.0,15.4,67.0,"2021-01-06 06:30:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-06 06:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 06:45:00",Kids Room
18.0,16.35,19.0,"2021-01-06 06:45:00",Guest Room
16.0,15.4,67.0,"2021-01-06 06:45:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 07:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 07:00:00",Kids Room
19.0,17.43,18.0,"2021-01-06 07:00:00",Guest Room
16.0,15.4,67.0,"2021-01-06 07:00:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 07:15:00",Master Room
16.0,14.18,20.0,"2021-01-06 07:15:00",Kids Room
19.0,17.43,18.0,"2021-01-06 07:15:00",Guest Room
17.0,16.5,67.0,"2021-01-06 07:15:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 07:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 07:30:00",Kids Room
19.0,17.43,18.0,"2021-01-06 07:30:00",Guest Room
17.0,16.48,66.0,"2021-01-06 07:30:00",Fernanda's Room
14.0,12.94,57.0,"2021-01-06 07:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 07:45:00",Kids Room
18.0,16.35,19.0,"2021-01-06 07:45:00",Guest Room
17.0,16.48,66.0,"2021-01-06 07:45:00",Fernanda's Room
14.0,12.92,56.0,"2021-01-06 08:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 08:00:00",Kids Room
18.0,16.35,19.0,"2021-01-06 08:00:00",Guest Room
17.0,16.48,66.0,"2021-01-06 08:00:00",Fernanda's Room
14.0,12.89,55.0,"2021-01-06 08:15:00",Master Room
16.0,14.18,20.0,"2021-01-06 08:15:00",Kids Room
18.0,16.35,19.0,"2021-01-06 08:15:00",Guest Room
16.0,15.4,67.0,"2021-01-06 08:15:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-06 08:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 08:30:00",Kids Room
18.0,16.35,19.0,"2021-01-06 08:30:00",Guest Room
16.0,15.4,67.0,"2021-01-06 08:30:00",Fernanda's Room
14.0,12.87,54.0,"2021-01-06 08:45:00",Master Room
16.0,14.18,20.0,"2021-01-06 08:45:00",Kids Room
18.0,16.35,19.0,"2021-01-06 08:45:00",Guest Room
16.0,15.4,67.0,"2021-01-06 08:45:00",Fernanda's Room
14.0,12.81,52.0,"2021-01-06 09:00:00",Master Room
16.0,14.18,20.0,"2021-01-06 09:00:00",Kids Room
18.0,16.35,19.0,"2021-01-06 09:00:00",Guest Room
16.0,15.4,67.0,"2021-01-06 09:00:00",Fernanda's Room
14.0,12.81,52.0,"2021-01-06 09:15:00",Master Room
16.0,14.18,20.0,"2021-01-06 09:15:00",Kids Room
18.0,16.35,19.0,"2021-01-06 09:15:00",Guest Room
16.0,15.4,67.0,"2021-01-06 09:15:00",Fernanda's Room
14.0,12.79,51.0,"2021-01-06 09:30:00",Master Room
16.0,14.18,20.0,"2021-01-06 09:30:00",Kids Room
18.0,16.35,19.0,"2021-01-06 09:30:00",Guest Room
16.0,15.4,67.0,"2021-01-06 09:30:00",Fernanda's Room
