"temperature","feels_like","humidity","time","location"
19.0,17.43,18.0,"2021-01-18 08:00:00",Guest Room
18.0,17.79,74.0,"2021-01-18 08:00:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 08:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 08:15:00",Guest Room
18.0,17.79,74.0,"2021-01-18 08:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 08:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 08:30:00",Guest Room
18.0,17.79,74.0,"2021-01-18 08:30:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 08:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 08:45:00",Guest Room
18.0,17.79,74.0,"2021-01-18 08:45:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 09:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 09:00:00",Guest Room
18.0,17.81,75.0,"2021-01-18 09:00:00",Fernanda's Room
17.0,16.27,58.0,"2021-01-18 09:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 09:15:00",Guest Room
18.0,17.79,74.0,"2021-01-18 09:15:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 09:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 09:30:00",Guest Room
18.0,17.79,74.0,"2021-01-18 09:30:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 09:45:00.060000000",Master Room
19.0,17.43,18.0,"2021-01-18 09:45:00.060000000",Guest Room
19.0,18.86,73.0,"2021-01-18 09:45:00.060000000",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 10:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 10:00:00",Guest Room
19.0,18.89,74.0,"2021-01-18 10:00:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 10:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 10:15:00",Guest Room
19.0,18.86,73.0,"2021-01-18 10:15:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 10:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 10:30:00",Guest Room
18.0,17.76,73.0,"2021-01-18 10:30:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 10:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 10:45:00",Guest Room
18.0,17.79,74.0,"2021-01-18 10:45:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 11:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 11:00:00",Guest Room
18.0,17.76,73.0,"2021-01-18 11:00:00",Fernanda's Room
17.0,16.3,59.0,"2021-01-18 11:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 11:15:00",Guest Room
18.0,17.79,74.0,"2021-01-18 11:15:00",Fernanda's Room
17.0,16.3,59.0,"2021-01-18 11:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 11:30:00",Guest Room
18.0,17.79,74.0,"2021-01-18 11:30:00",Fernanda's Room
17.0,16.3,59.0,"2021-01-18 11:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 11:45:00",Guest Room
18.0,17.76,73.0,"2021-01-18 11:45:00",Fernanda's Room
17.0,16.3,59.0,"2021-01-18 12:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 12:00:00",Guest Room
18.0,17.76,73.0,"2021-01-18 12:00:00",Fernanda's Room
17.0,16.3,59.0,"2021-01-18 12:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 12:15:00",Guest Room
18.0,17.76,73.0,"2021-01-18 12:15:00",Fernanda's Room
17.0,16.27,58.0,"2021-01-18 12:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 12:30:00",Guest Room
18.0,17.76,73.0,"2021-01-18 12:30:00",Fernanda's Room
17.0,16.27,58.0,"2021-01-18 12:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 12:45:00",Guest Room
18.0,17.74,72.0,"2021-01-18 12:45:00",Fernanda's Room
17.0,16.3,59.0,"2021-01-18 13:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 13:00:00",Guest Room
18.0,17.76,73.0,"2021-01-18 13:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 13:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 13:15:00",Guest Room
18.0,17.76,73.0,"2021-01-18 13:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 13:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 13:30:00",Guest Room
19.0,18.86,73.0,"2021-01-18 13:30:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 13:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 13:45:00",Guest Room
19.0,18.89,74.0,"2021-01-18 13:45:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 14:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 14:00:00",Guest Room
19.0,18.89,74.0,"2021-01-18 14:00:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 14:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 14:15:00",Guest Room
19.0,18.89,74.0,"2021-01-18 14:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 14:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 14:30:00",Guest Room
19.0,18.89,74.0,"2021-01-18 14:30:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 14:45:00.060000000",Master Room
19.0,17.43,18.0,"2021-01-18 14:45:00.060000000",Guest Room
19.0,18.89,74.0,"2021-01-18 14:45:00.060000000",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 15:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 15:00:00",Guest Room
19.0,18.86,73.0,"2021-01-18 15:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 15:15:00.060000000",Master Room
19.0,17.43,18.0,"2021-01-18 15:15:00.060000000",Guest Room
19.0,18.89,74.0,"2021-01-18 15:15:00.060000000",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 15:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 15:30:00",Guest Room
19.0,18.86,73.0,"2021-01-18 15:30:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 15:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 15:45:00",Guest Room
19.0,18.86,73.0,"2021-01-18 15:45:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 16:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 16:00:00",Guest Room
19.0,18.86,73.0,"2021-01-18 16:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 16:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 16:15:00",Guest Room
19.0,18.86,73.0,"2021-01-18 16:15:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 16:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 16:30:00",Guest Room
19.0,18.89,74.0,"2021-01-18 16:30:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 16:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 16:45:00",Guest Room
19.0,18.89,74.0,"2021-01-18 16:45:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 17:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 17:00:00",Guest Room
19.0,18.89,74.0,"2021-01-18 17:00:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 17:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 17:15:00",Guest Room
19.0,18.91,75.0,"2021-01-18 17:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 17:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 17:30:00",Guest Room
19.0,18.91,75.0,"2021-01-18 17:30:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 17:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 17:45:00",Guest Room
19.0,18.94,76.0,"2021-01-18 17:45:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 18:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 18:00:00",Guest Room
19.0,18.97,77.0,"2021-01-18 18:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 18:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 18:15:00",Guest Room
19.0,18.97,77.0,"2021-01-18 18:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 18:30:00",Master Room
19.0,17.43,18.0,"2021-01-18 18:30:00",Guest Room
19.0,18.97,77.0,"2021-01-18 18:30:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 18:45:00",Master Room
19.0,17.43,18.0,"2021-01-18 18:45:00",Guest Room
19.0,18.94,76.0,"2021-01-18 18:45:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 19:00:00",Master Room
19.0,17.43,18.0,"2021-01-18 19:00:00",Guest Room
19.0,18.94,76.0,"2021-01-18 19:00:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 19:15:00",Master Room
19.0,17.43,18.0,"2021-01-18 19:15:00",Guest Room
19.0,18.97,77.0,"2021-01-18 19:15:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 19:30:00",Master Room
20.0,18.53,18.0,"2021-01-18 19:30:00",Guest Room
19.0,18.94,76.0,"2021-01-18 19:30:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 19:45:00",Master Room
20.0,18.53,18.0,"2021-01-18 19:45:00",Guest Room
19.0,18.94,76.0,"2021-01-18 19:45:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 20:00:00",Master Room
20.0,18.53,18.0,"2021-01-18 20:00:00",Guest Room
20.0,20.01,75.0,"2021-01-18 20:00:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 20:15:00",Master Room
20.0,18.53,18.0,"2021-01-18 20:15:00",Guest Room
20.0,20.01,75.0,"2021-01-18 20:15:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 20:30:00",Master Room
20.0,18.53,18.0,"2021-01-18 20:30:00",Guest Room
19.0,18.91,75.0,"2021-01-18 20:30:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-18 20:45:00",Master Room
20.0,18.53,18.0,"2021-01-18 20:45:00",Guest Room
19.0,18.91,75.0,"2021-01-18 20:45:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 21:00:00",Master Room
20.0,18.53,18.0,"2021-01-18 21:00:00",Guest Room
19.0,18.89,74.0,"2021-01-18 21:00:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 21:15:00",Master Room
20.0,18.53,18.0,"2021-01-18 21:15:00",Guest Room
19.0,18.89,74.0,"2021-01-18 21:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 21:30:00",Master Room
20.0,18.53,18.0,"2021-01-18 21:30:00",Guest Room
19.0,18.89,74.0,"2021-01-18 21:30:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-18 21:45:00",Master Room
20.0,18.53,18.0,"2021-01-18 21:45:00",Guest Room
19.0,18.89,74.0,"2021-01-18 21:45:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 22:00:00",Master Room
21.0,19.6,17.0,"2021-01-18 22:00:00",Guest Room
19.0,18.89,74.0,"2021-01-18 22:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 22:15:00",Master Room
20.0,18.53,18.0,"2021-01-18 22:15:00",Guest Room
19.0,18.89,74.0,"2021-01-18 22:15:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 22:30:00",Master Room
20.0,18.53,18.0,"2021-01-18 22:30:00",Guest Room
19.0,18.91,75.0,"2021-01-18 22:30:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 22:45:00",Master Room
20.0,18.53,18.0,"2021-01-18 22:45:00",Guest Room
19.0,18.91,75.0,"2021-01-18 22:45:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 23:00:00",Master Room
20.0,18.53,18.0,"2021-01-18 23:00:00",Guest Room
19.0,18.94,76.0,"2021-01-18 23:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 23:15:00",Master Room
20.0,18.53,18.0,"2021-01-18 23:15:00",Guest Room
19.0,18.94,76.0,"2021-01-18 23:15:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-18 23:30:00",Master Room
20.0,18.53,18.0,"2021-01-18 23:30:00",Guest Room
19.0,18.94,76.0,"2021-01-18 23:30:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-18 23:45:00",Master Room
20.0,18.53,18.0,"2021-01-18 23:45:00",Guest Room
19.0,18.94,76.0,"2021-01-18 23:45:00",Fernanda's Room
17.0,16.32,60.0,"2021-01-19 00:00:00",Master Room
20.0,18.53,18.0,"2021-01-19 00:00:00",Guest Room
19.0,18.94,76.0,"2021-01-19 00:00:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-19 00:15:00",Master Room
20.0,18.53,18.0,"2021-01-19 00:15:00",Guest Room
19.0,18.94,76.0,"2021-01-19 00:15:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-19 00:30:00",Master Room
20.0,18.53,18.0,"2021-01-19 00:30:00",Guest Room
19.0,18.94,76.0,"2021-01-19 00:30:00",Fernanda's Room
17.0,16.35,61.0,"2021-01-19 00:45:00",Master Room
20.0,18.53,18.0,"2021-01-19 00:45:00",Guest Room
18.0,17.84,76.0,"2021-01-19 00:45:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-19 01:00:00",Master Room
20.0,18.53,18.0,"2021-01-19 01:00:00",Guest Room
18.0,17.84,76.0,"2021-01-19 01:00:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-19 01:15:00",Master Room
19.0,17.43,18.0,"2021-01-19 01:15:00",Guest Room
18.0,17.84,76.0,"2021-01-19 01:15:00",Fernanda's Room
17.0,16.37,62.0,"2021-01-19 01:30:00",Master Room
19.0,17.43,18.0,"2021-01-19 01:30:00",Guest Room
18.0,17.87,77.0,"2021-01-19 01:30:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-19 01:45:00",Master Room
19.0,17.43,18.0,"2021-01-19 01:45:00",Guest Room
18.0,17.87,77.0,"2021-01-19 01:45:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-19 02:00:00",Master Room
19.0,17.43,18.0,"2021-01-19 02:00:00",Guest Room
18.0,17.87,77.0,"2021-01-19 02:00:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-19 02:15:00",Master Room
19.0,17.43,18.0,"2021-01-19 02:15:00",Guest Room
18.0,17.87,77.0,"2021-01-19 02:15:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-19 02:30:00",Master Room
19.0,17.43,18.0,"2021-01-19 02:30:00",Guest Room
18.0,17.87,77.0,"2021-01-19 02:30:00",Fernanda's Room
17.0,16.4,63.0,"2021-01-19 02:45:00",Master Room
19.0,17.43,18.0,"2021-01-19 02:45:00",Guest Room
18.0,17.87,77.0,"2021-01-19 02:45:00",Fernanda's Room
17.0,16.43,64.0,"2021-01-19 03:00:00",Master Room
19.0,17.43,18.0,"2021-01-19 03:00:00",Guest Room
18.0,17.87,77.0,"2021-01-19 03:00:00",Fernanda's Room
17.0,16.43,64.0,"2021-01-19 03:25:02.160000000",Master Room
19.0,17.43,18.0,"2021-01-19 03:25:02.160000000",Guest Room
18.0,17.89,78.0,"2021-01-19 03:25:02.160000000",Fernanda's Room
17.0,16.43,64.0,"2021-01-19 03:30:00",Master Room
19.0,17.43,18.0,"2021-01-19 03:30:00",Guest Room
18.0,17.89,78.0,"2021-01-19 03:30:00",Fernanda's Room
17.0,16.43,64.0,"2021-01-19 03:55:02.580000000",Master Room
19.0,17.43,18.0,"2021-01-19 03:55:02.580000000",Guest Room
18.0,17.92,79.0,"2021-01-19 03:55:02.580000000",Fernanda's Room
17.0,16.43,64.0,"2021-01-19 04:21:02.160000000",Master Room
19.0,17.43,18.0,"2021-01-19 04:21:02.160000000",Guest Room
18.0,17.92,79.0,"2021-01-19 04:21:02.160000000",Fernanda's Room
17.0,16.45,65.0,"2021-01-19 04:30:00",Master Room
19.0,17.43,18.0,"2021-01-19 04:30:00",Guest Room
18.0,17.92,79.0,"2021-01-19 04:30:00",Fernanda's Room
17.0,16.45,65.0,"2021-01-19 04:45:00",Master Room
19.0,17.43,18.0,"2021-01-19 04:45:00",Guest Room
18.0,17.92,79.0,"2021-01-19 04:45:00",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 05:00:00",Guest Room
18.0,17.92,79.0,"2021-01-19 05:00:00",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 05:30:07.080000000",Guest Room
18.0,17.92,79.0,"2021-01-19 05:30:07.080000000",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 06:00:08.700000000",Guest Room
18.0,17.92,79.0,"2021-01-19 06:00:08.700000000",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 06:30:09.600000000",Guest Room
18.0,17.92,79.0,"2021-01-19 06:30:09.600000000",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 07:00:13.740000000",Guest Room
19.0,19.02,79.0,"2021-01-19 07:00:13.740000000",Fernanda's Room
20.0,18.53,18.0,"2021-01-19 07:30:13.620000000",Guest Room
19.0,18.99,78.0,"2021-01-19 07:30:13.620000000",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 08:00:16.020000000",Guest Room
19.0,18.99,78.0,"2021-01-19 08:00:16.020000000",Fernanda's Room
19.0,17.43,18.0,"2021-01-19 08:30:17.940000000",Guest Room
19.0,18.99,78.0,"2021-01-19 08:30:17.940000000",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 09:00:20.100000000",Master Room
18.0,16.35,19.0,"2021-01-19 09:00:20.100000000",Kids Room
19.0,17.43,18.0,"2021-01-19 09:00:20.100000000",Guest Room
19.0,18.99,78.0,"2021-01-19 09:00:20.100000000",Fernanda's Room
17.0,16.45,65.0,"2021-01-19 09:15:00.060000000",Master Room
18.0,16.35,19.0,"2021-01-19 09:15:00.060000000",Kids Room
19.0,17.43,18.0,"2021-01-19 09:15:00.060000000",Guest Room
19.0,18.99,78.0,"2021-01-19 09:15:00.060000000",Fernanda's Room
18.0,17.58,66.0,"2021-01-19 09:30:00",Master Room
18.0,16.35,19.0,"2021-01-19 09:30:00",Kids Room
19.0,17.43,18.0,"2021-01-19 09:30:00",Guest Room
19.0,18.99,78.0,"2021-01-19 09:30:00",Fernanda's Room
18.0,17.58,66.0,"2021-01-19 09:45:00",Master Room
18.0,16.35,19.0,"2021-01-19 09:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 09:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 09:45:00",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 10:00:00.060000000",Master Room
18.0,16.35,19.0,"2021-01-19 10:00:00.060000000",Kids Room
19.0,17.43,18.0,"2021-01-19 10:00:00.060000000",Guest Room
19.0,18.97,77.0,"2021-01-19 10:00:00.060000000",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 10:15:00",Master Room
18.0,16.38,20.0,"2021-01-19 10:15:00",Kids Room
19.0,17.43,18.0,"2021-01-19 10:15:00",Guest Room
19.0,18.99,78.0,"2021-01-19 10:15:00",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 10:30:00",Master Room
18.0,16.35,19.0,"2021-01-19 10:30:00",Kids Room
19.0,17.43,18.0,"2021-01-19 10:30:00",Guest Room
19.0,18.99,78.0,"2021-01-19 10:30:00",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 10:45:00",Master Room
18.0,16.35,19.0,"2021-01-19 10:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 10:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 10:45:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 11:00:00",Master Room
18.0,16.35,19.0,"2021-01-19 11:00:00",Kids Room
19.0,17.43,18.0,"2021-01-19 11:00:00",Guest Room
19.0,18.99,78.0,"2021-01-19 11:00:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 11:15:00",Master Room
18.0,16.35,19.0,"2021-01-19 11:15:00",Kids Room
19.0,17.43,18.0,"2021-01-19 11:15:00",Guest Room
19.0,18.97,77.0,"2021-01-19 11:15:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 11:30:00",Master Room
18.0,16.35,19.0,"2021-01-19 11:30:00",Kids Room
19.0,17.43,18.0,"2021-01-19 11:30:00",Guest Room
19.0,18.99,78.0,"2021-01-19 11:30:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 11:45:00",Master Room
18.0,16.35,19.0,"2021-01-19 11:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 11:45:00",Guest Room
19.0,18.97,77.0,"2021-01-19 11:45:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 12:00:00",Master Room
18.0,16.35,19.0,"2021-01-19 12:00:00",Kids Room
19.0,17.43,18.0,"2021-01-19 12:00:00",Guest Room
19.0,18.97,77.0,"2021-01-19 12:00:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 12:15:00",Master Room
18.0,16.35,19.0,"2021-01-19 12:15:00",Kids Room
19.0,17.43,18.0,"2021-01-19 12:15:00",Guest Room
19.0,18.97,77.0,"2021-01-19 12:15:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 12:30:00.060000000",Master Room
18.0,16.35,19.0,"2021-01-19 12:30:00.060000000",Kids Room
19.0,17.43,18.0,"2021-01-19 12:30:00.060000000",Guest Room
19.0,18.99,78.0,"2021-01-19 12:30:00.060000000",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 12:45:00",Master Room
18.0,16.38,20.0,"2021-01-19 12:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 12:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 12:45:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 13:00:00",Master Room
18.0,16.38,20.0,"2021-01-19 13:00:00",Kids Room
19.0,17.43,18.0,"2021-01-19 13:00:00",Guest Room
19.0,18.99,78.0,"2021-01-19 13:00:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 13:15:00",Master Room
18.0,16.38,20.0,"2021-01-19 13:15:00",Kids Room
19.0,17.43,18.0,"2021-01-19 13:15:00",Guest Room
19.0,19.02,79.0,"2021-01-19 13:15:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 13:30:00",Master Room
18.0,16.38,20.0,"2021-01-19 13:30:00",Kids Room
19.0,17.43,18.0,"2021-01-19 13:30:00",Guest Room
19.0,18.99,78.0,"2021-01-19 13:30:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 13:45:00",Master Room
18.0,16.38,20.0,"2021-01-19 13:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 13:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 13:45:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 14:00:00",Master Room
18.0,16.38,20.0,"2021-01-19 14:00:00",Kids Room
19.0,17.43,18.0,"2021-01-19 14:00:00",Guest Room
19.0,18.99,78.0,"2021-01-19 14:00:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 14:15:00",Master Room
18.0,16.38,20.0,"2021-01-19 14:15:00",Kids Room
20.0,18.53,18.0,"2021-01-19 14:15:00",Guest Room
19.0,18.99,78.0,"2021-01-19 14:15:00",Fernanda's Room
18.0,17.47,62.0,"2021-01-19 14:30:00",Master Room
18.0,16.38,20.0,"2021-01-19 14:30:00",Kids Room
20.0,18.53,18.0,"2021-01-19 14:30:00",Guest Room
19.0,18.99,78.0,"2021-01-19 14:30:00",Fernanda's Room
18.0,17.47,62.0,"2021-01-19 14:45:00",Master Room
18.0,16.38,20.0,"2021-01-19 14:45:00",Kids Room
20.0,18.53,18.0,"2021-01-19 14:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 14:45:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 15:00:00",Master Room
17.0,15.28,20.0,"2021-01-19 15:00:00",Kids Room
20.0,18.53,18.0,"2021-01-19 15:00:00",Guest Room
19.0,18.99,78.0,"2021-01-19 15:00:00",Fernanda's Room
18.0,17.47,62.0,"2021-01-19 15:15:00",Master Room
18.0,16.38,20.0,"2021-01-19 15:15:00",Kids Room
19.0,17.43,18.0,"2021-01-19 15:15:00",Guest Room
19.0,18.99,78.0,"2021-01-19 15:15:00",Fernanda's Room
18.0,17.47,62.0,"2021-01-19 15:30:00",Master Room
17.0,15.28,20.0,"2021-01-19 15:30:00",Kids Room
19.0,17.43,18.0,"2021-01-19 15:30:00",Guest Room
19.0,19.02,79.0,"2021-01-19 15:30:00",Fernanda's Room
18.0,17.5,63.0,"2021-01-19 15:45:00",Master Room
17.0,15.28,20.0,"2021-01-19 15:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 15:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 15:45:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 16:00:00",Master Room
17.0,15.28,20.0,"2021-01-19 16:00:00",Kids Room
19.0,17.43,18.0,"2021-01-19 16:00:00",Guest Room
19.0,18.99,78.0,"2021-01-19 16:00:00",Fernanda's Room
18.0,17.58,66.0,"2021-01-19 16:15:00",Master Room
18.0,16.38,20.0,"2021-01-19 16:15:00",Kids Room
19.0,17.43,18.0,"2021-01-19 16:15:00",Guest Room
19.0,18.99,78.0,"2021-01-19 16:15:00",Fernanda's Room
18.0,17.58,66.0,"2021-01-19 16:30:00",Master Room
18.0,16.38,20.0,"2021-01-19 16:30:00",Kids Room
19.0,17.43,18.0,"2021-01-19 16:30:00",Guest Room
19.0,19.02,79.0,"2021-01-19 16:30:00",Fernanda's Room
18.0,17.6,67.0,"2021-01-19 16:45:00",Master Room
18.0,16.38,20.0,"2021-01-19 16:45:00",Kids Room
19.0,17.43,18.0,"2021-01-19 16:45:00",Guest Room
19.0,18.99,78.0,"2021-01-19 16:45:00",Fernanda's Room
18.0,17.6,67.0,"2021-01-19 17:00:00",Master Room
18.0,16.38,20.0,"2021-01-19 17:00:00",Kids Room
20.0,18.53,18.0,"2021-01-19 17:00:00",Guest Room
19.0,18.99,78.0,"2021-01-19 17:00:00",Fernanda's Room
18.0,17.6,67.0,"2021-01-19 17:15:00",Master Room
18.0,16.38,20.0,"2021-01-19 17:15:00",Kids Room
20.0,18.53,18.0,"2021-01-19 17:15:00",Guest Room
20.0,20.09,78.0,"2021-01-19 17:15:00",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 17:30:00",Master Room
18.0,16.4,21.0,"2021-01-19 17:30:00",Kids Room
20.0,18.53,18.0,"2021-01-19 17:30:00",Guest Room
20.0,20.09,78.0,"2021-01-19 17:30:00",Fernanda's Room
18.0,17.53,64.0,"2021-01-19 17:45:00",Master Room
19.0,17.5,21.0,"2021-01-19 17:45:00",Kids Room
20.0,18.53,18.0,"2021-01-19 17:45:00",Guest Room
20.0,20.09,78.0,"2021-01-19 17:45:00",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 18:00:00",Master Room
19.0,17.5,21.0,"2021-01-19 18:00:00",Kids Room
20.0,18.53,18.0,"2021-01-19 18:00:00",Guest Room
21.0,21.24,80.0,"2021-01-19 18:00:00",Fernanda's Room
18.0,17.58,66.0,"2021-01-19 18:15:00",Master Room
19.0,17.5,21.0,"2021-01-19 18:15:00",Kids Room
20.0,18.53,18.0,"2021-01-19 18:15:00",Guest Room
21.0,21.22,79.0,"2021-01-19 18:15:00",Fernanda's Room
18.0,17.55,65.0,"2021-01-19 18:30:00",Master Room
19.0,17.5,21.0,"2021-01-19 18:30:00",Kids Room
20.0,18.53,18.0,"2021-01-19 18:30:00",Guest Room
21.0,21.19,78.0,"2021-01-19 18:30:00",Fernanda's Room
18.0,17.58,66.0,"2021-01-19 18:45:00",Master Room
19.0,17.5,21.0,"2021-01-19 18:45:00",Kids Room
