"temperature","feels_like","humidity","time","location","outside_temperature","outside_feels_like","outside_humidity"
16.0,15.46,69.0,"2023-01-25 14:35:00",KR,9.6,8.7,87.0
18.0,18.28,93.0,"2023-01-25 14:35:00",FR,9.6,8.7,87.0
17.0,16.69,74.0,"2023-01-25 14:40:00",MR,9.5,9.1,87.0
16.0,15.43,68.0,"2023-01-25 14:40:00",KR,9.5,9.1,87.0
18.0,18.28,93.0,"2023-01-25 14:40:00",FR,9.5,9.1,87.0
17.0,16.69,74.0,"2023-01-25 14:45:00",MR,9.6,9.3,87.0
16.0,15.4,67.0,"2023-01-25 14:45:00",KR,9.6,9.3,87.0
18.0,18.28,93.0,"2023-01-25 14:45:00",FR,9.6,9.3,87.0
17.0,16.69,74.0,"2023-01-25 14:50:00",MR,9.6,9.1,87.0
16.0,15.4,67.0,"2023-01-25 14:50:00",KR,9.6,9.1,87.0
18.0,18.28,93.0,"2023-01-25 14:50:00",FR,9.6,9.1,87.0
18.0,17.81,75.0,"2023-01-25 14:55:00",MR,9.7,9.4,87.0
16.0,15.43,68.0,"2023-01-25 14:55:00",KR,9.7,9.4,87.0
18.0,18.28,93.0,"2023-01-25 14:55:00",FR,9.7,9.4,87.0
18.0,17.81,75.0,"2023-01-25 15:00:00",MR,9.6,9.1,88.0
16.0,15.43,68.0,"2023-01-25 15:00:00",KR,9.6,9.1,88.0
18.0,18.28,93.0,"2023-01-25 15:00:00",FR,9.6,9.1,88.0
18.0,17.81,75.0,"2023-01-25 15:05:00",MR,9.6,9.6,88.0
16.0,15.43,68.0,"2023-01-25 15:05:00",KR,9.6,9.6,88.0
18.0,18.28,93.0,"2023-01-25 15:05:00",FR,9.6,9.6,88.0
18.0,17.81,75.0,"2023-01-25 15:10:00",MR,9.6,9.6,88.0
16.0,15.43,68.0,"2023-01-25 15:10:00",KR,9.6,9.6,88.0
18.0,18.28,93.0,"2023-01-25 15:10:00",FR,9.6,9.6,88.0
18.0,17.81,75.0,"2023-01-25 15:15:00",MR,9.6,9.6,89.0
16.0,15.43,68.0,"2023-01-25 15:15:00",KR,9.6,9.6,89.0
18.0,18.28,93.0,"2023-01-25 15:15:00",FR,9.6,9.6,89.0
18.0,17.81,75.0,"2023-01-25 15:20:00",MR,9.6,9.3,89.0
16.0,15.43,68.0,"2023-01-25 15:20:00",KR,9.6,9.3,89.0
18.0,18.28,93.0,"2023-01-25 15:20:00",FR,9.6,9.3,89.0
18.0,17.81,75.0,"2023-01-25 15:25:00",MR,9.6,9.6,89.0
16.0,15.43,68.0,"2023-01-25 15:25:00",KR,9.6,9.6,89.0
18.0,18.28,93.0,"2023-01-25 15:25:00",FR,9.6,9.6,89.0
18.0,17.81,75.0,"2023-01-25 15:30:00",MR,9.6,9.6,89.0
16.0,15.43,68.0,"2023-01-25 15:30:00",KR,9.6,9.6,89.0
18.0,18.28,93.0,"2023-01-25 15:30:00",FR,9.6,9.6,89.0
18.0,17.81,75.0,"2023-01-25 15:35:00",MR,9.4,9.4,89.0
16.0,15.4,67.0,"2023-01-25 15:35:00",KR,9.4,9.4,89.0
18.0,18.28,93.0,"2023-01-25 15:35:00",FR,9.4,9.4,89.0
18.0,17.81,75.0,"2023-01-25 15:40:00",MR,9.3,9.3,90.0
16.0,15.4,67.0,"2023-01-25 15:40:00",KR,9.3,9.3,90.0
18.0,18.28,93.0,"2023-01-25 15:40:00",FR,9.3,9.3,90.0
18.0,17.81,75.0,"2023-01-25 15:45:00",MR,9.2,9.2,90.0
16.0,15.4,67.0,"2023-01-25 15:45:00",KR,9.2,9.2,90.0
19.0,19.38,93.0,"2023-01-25 15:45:00",FR,9.2,9.2,90.0
18.0,17.81,75.0,"2023-01-25 15:50:00",MR,9.1,9.1,90.0
16.0,15.4,67.0,"2023-01-25 15:50:00",KR,9.1,9.1,90.0
19.0,19.38,93.0,"2023-01-25 15:50:00",FR,9.1,9.1,90.0
18.0,17.81,75.0,"2023-01-25 15:55:00",MR,8.9,8.9,89.0
16.0,15.4,67.0,"2023-01-25 15:55:00",KR,8.9,8.9,89.0
18.0,18.28,93.0,"2023-01-25 15:55:00",FR,8.9,8.9,89.0
17.0,16.69,74.0,"2023-01-25 16:00:00",MR,8.7,7.5,88.0
16.0,15.4,67.0,"2023-01-25 16:00:00",KR,8.7,7.5,88.0
19.0,19.38,93.0,"2023-01-25 16:00:00",FR,8.7,7.5,88.0
17.0,16.69,74.0,"2023-01-25 16:05:00",MR,8.6,7.2,87.0
16.0,15.4,67.0,"2023-01-25 16:05:00",KR,8.6,7.2,87.0
19.0,19.38,93.0,"2023-01-25 16:05:00",FR,8.6,7.2,87.0
17.0,16.69,74.0,"2023-01-25 16:10:00",MR,8.4,7.5,86.0
16.0,15.43,68.0,"2023-01-25 16:10:00",KR,8.4,7.5,86.0
19.0,19.38,93.0,"2023-01-25 16:10:00",FR,8.4,7.5,86.0
17.0,16.71,75.0,"2023-01-25 16:15:00",MR,8.3,6.8,86.0
16.0,15.43,68.0,"2023-01-25 16:15:00",KR,8.3,6.8,86.0
19.0,19.38,93.0,"2023-01-25 16:15:00",FR,8.3,6.8,86.0
17.0,16.71,75.0,"2023-01-25 16:20:00",MR,8.1,7.5,85.0
16.0,15.43,68.0,"2023-01-25 16:20:00",KR,8.1,7.5,85.0
19.0,19.38,93.0,"2023-01-25 16:20:00",FR,8.1,7.5,85.0
18.0,17.84,76.0,"2023-01-25 16:25:00",MR,8.0,7.3,84.0
16.0,15.43,68.0,"2023-01-25 16:25:00",KR,8.0,7.3,84.0
19.0,19.36,92.0,"2023-01-25 16:25:00",FR,8.0,7.3,84.0
17.0,16.69,74.0,"2023-01-25 16:30:00",MR,7.8,7.8,84.0
16.0,15.43,68.0,"2023-01-25 16:30:00",KR,7.8,7.8,84.0
19.0,19.36,92.0,"2023-01-25 16:30:00",FR,7.8,7.8,84.0
17.0,16.71,75.0,"2023-01-25 16:35:00",MR,7.6,7.6,84.0
16.0,15.43,68.0,"2023-01-25 16:35:00",KR,7.6,7.6,84.0
19.0,19.36,92.0,"2023-01-25 16:35:00",FR,7.6,7.6,84.0
18.0,17.84,76.0,"2023-01-25 16:40:00",MR,7.4,7.4,85.0
16.0,15.43,68.0,"2023-01-25 16:40:00",KR,7.4,7.4,85.0
19.0,19.36,92.0,"2023-01-25 16:40:00",FR,7.4,7.4,85.0
18.0,17.87,77.0,"2023-01-25 16:45:00",MR,7.2,7.2,85.0
16.0,15.43,68.0,"2023-01-25 16:45:00",KR,7.2,7.2,85.0
19.0,19.36,92.0,"2023-01-25 16:45:00",FR,7.2,7.2,85.0
18.0,17.87,77.0,"2023-01-25 16:50:00",MR,7.0,6.3,86.0
16.0,15.43,68.0,"2023-01-25 16:50:00",KR,7.0,6.3,86.0
19.0,19.36,92.0,"2023-01-25 16:50:00",FR,7.0,6.3,86.0
18.0,17.87,77.0,"2023-01-25 16:55:00",MR,6.8,6.8,86.0
16.0,15.43,68.0,"2023-01-25 16:55:00",KR,6.8,6.8,86.0
19.0,19.36,92.0,"2023-01-25 16:55:00",FR,6.8,6.8,86.0
18.0,17.89,78.0,"2023-01-25 17:00:00",MR,6.7,5.8,86.0
16.0,15.43,68.0,"2023-01-25 17:00:00",KR,6.7,5.8,86.0
19.0,19.36,92.0,"2023-01-25 17:00:00",FR,6.7,5.8,86.0
18.0,17.89,78.0,"2023-01-25 17:05:00",MR,6.7,5.8,86.0
16.0,15.43,68.0,"2023-01-25 17:05:00",KR,6.7,5.8,86.0
19.0,19.36,92.0,"2023-01-25 17:05:00",FR,6.7,5.8,86.0
17.0,16.77,77.0,"2023-01-25 17:10:00",MR,6.5,5.4,86.0
16.0,15.43,68.0,"2023-01-25 17:10:00",KR,6.5,5.4,86.0
19.0,19.36,92.0,"2023-01-25 17:10:00",FR,6.5,5.4,86.0
17.0,16.74,76.0,"2023-01-25 17:15:00",MR,6.4,5.4,86.0
16.0,15.43,68.0,"2023-01-25 17:15:00",KR,6.4,5.4,86.0
19.0,19.36,92.0,"2023-01-25 17:15:00",FR,6.4,5.4,86.0
18.0,17.87,77.0,"2023-01-25 17:20:00",MR,6.2,5.2,87.0
16.0,15.43,68.0,"2023-01-25 17:20:00",KR,6.2,5.2,87.0
19.0,19.38,93.0,"2023-01-25 17:20:00",FR,6.2,5.2,87.0
18.0,17.87,77.0,"2023-01-25 17:25:00",MR,6.1,6.1,87.0
15.0,14.33,68.0,"2023-01-25 17:25:00",KR,6.1,6.1,87.0
19.0,19.38,93.0,"2023-01-25 17:25:00",FR,6.1,6.1,87.0
17.0,16.74,76.0,"2023-01-25 17:30:00",MR,5.9,5.9,87.0
16.0,15.46,69.0,"2023-01-25 17:30:00",KR,5.9,5.9,87.0
19.0,19.38,93.0,"2023-01-25 17:30:00",FR,5.9,5.9,87.0
17.0,16.74,76.0,"2023-01-25 17:35:00",MR,5.7,4.7,88.0
15.0,14.33,68.0,"2023-01-25 17:35:00",KR,5.7,4.7,88.0
19.0,19.38,93.0,"2023-01-25 17:35:00",FR,5.7,4.7,88.0
17.0,16.74,76.0,"2023-01-25 17:40:00",MR,5.6,4.5,88.0
16.0,15.46,69.0,"2023-01-25 17:40:00",KR,5.6,4.5,88.0
19.0,19.38,93.0,"2023-01-25 17:40:00",FR,5.6,4.5,88.0
17.0,16.74,76.0,"2023-01-25 17:45:00",MR,5.5,4.5,88.0
16.0,15.43,68.0,"2023-01-25 17:45:00",KR,5.5,4.5,88.0
19.0,19.38,93.0,"2023-01-25 17:45:00",FR,5.5,4.5,88.0
17.0,16.74,76.0,"2023-01-25 17:50:00",MR,5.3,5.3,89.0
16.0,15.43,68.0,"2023-01-25 17:50:00",KR,5.3,5.3,89.0
19.0,19.38,93.0,"2023-01-25 17:50:00",FR,5.3,5.3,89.0
17.0,16.74,76.0,"2023-01-25 17:55:00",MR,5.2,5.2,89.0
16.0,15.43,68.0,"2023-01-25 17:55:00",KR,5.2,5.2,89.0
19.0,19.38,93.0,"2023-01-25 17:55:00",FR,5.2,5.2,89.0
17.0,16.74,76.0,"2023-01-25 18:00:00",MR,4.9,4.9,89.0
16.0,15.43,68.0,"2023-01-25 18:00:00",KR,4.9,4.9,89.0
19.0,19.38,93.0,"2023-01-25 18:00:00",FR,4.9,4.9,89.0
17.0,16.74,76.0,"2023-01-25 18:05:00",MR,4.8,4.8,90.0
15.0,14.33,68.0,"2023-01-25 18:05:00",KR,4.8,4.8,90.0
19.0,19.38,93.0,"2023-01-25 18:05:00",FR,4.8,4.8,90.0
17.0,16.71,75.0,"2023-01-25 18:10:00",MR,4.8,4.8,90.0
15.0,14.36,69.0,"2023-01-25 18:10:00",KR,4.8,4.8,90.0
19.0,19.38,93.0,"2023-01-25 18:10:00",FR,4.8,4.8,90.0
17.0,16.74,76.0,"2023-01-25 18:15:00",MR,4.7,4.7,90.0
15.0,14.36,69.0,"2023-01-25 18:15:00",KR,4.7,4.7,90.0
19.0,19.38,93.0,"2023-01-25 18:15:00",FR,4.7,4.7,90.0
17.0,16.74,76.0,"2023-01-25 18:20:00",MR,4.3,4.3,90.0
15.0,14.36,69.0,"2023-01-25 18:20:00",KR,4.3,4.3,90.0
19.0,19.38,93.0,"2023-01-25 18:20:00",FR,4.3,4.3,90.0
17.0,16.74,76.0,"2023-01-25 18:25:00",MR,4.0,4.0,90.0
15.0,14.36,69.0,"2023-01-25 18:25:00",KR,4.0,4.0,90.0
19.0,19.38,93.0,"2023-01-25 18:25:00",FR,4.0,4.0,90.0
17.0,16.74,76.0,"2023-01-25 18:30:00",MR,3.8,3.8,90.0
15.0,14.36,69.0,"2023-01-25 18:30:00",KR,3.8,3.8,90.0
19.0,19.38,93.0,"2023-01-25 18:30:00",FR,3.8,3.8,90.0
17.0,16.74,76.0,"2023-01-25 18:35:00",MR,3.5,3.5,91.0
15.0,14.36,69.0,"2023-01-25 18:35:00",KR,3.5,3.5,91.0
18.0,18.28,93.0,"2023-01-25 18:35:00",FR,3.5,3.5,91.0
17.0,16.74,76.0,"2023-01-25 18:40:00",MR,3.3,3.3,91.0
15.0,14.36,69.0,"2023-01-25 18:40:00",KR,3.3,3.3,91.0
18.0,18.28,93.0,"2023-01-25 18:40:00",FR,3.3,3.3,91.0
17.0,16.74,76.0,"2023-01-25 18:45:00",MR,3.3,3.3,91.0
15.0,14.36,69.0,"2023-01-25 18:45:00",KR,3.3,3.3,91.0
18.0,18.28,93.0,"2023-01-25 18:45:00",FR,3.3,3.3,91.0
17.0,16.74,76.0,"2023-01-25 18:50:00",MR,3.4,3.4,91.0
15.0,14.36,69.0,"2023-01-25 18:50:00",KR,3.4,3.4,91.0
18.0,18.28,93.0,"2023-01-25 18:50:00",FR,3.4,3.4,91.0
17.0,16.74,76.0,"2023-01-25 18:55:00",MR,3.4,3.4,91.0
15.0,14.36,69.0,"2023-01-25 18:55:00",KR,3.4,3.4,91.0
18.0,18.28,93.0,"2023-01-25 18:55:00",FR,3.4,3.4,91.0
17.0,16.74,76.0,"2023-01-25 19:00:00",MR,3.3,3.3,91.0
15.0,14.36,69.0,"2023-01-25 19:00:00",KR,3.3,3.3,91.0
18.0,18.28,93.0,"2023-01-25 19:00:00",FR,3.3,3.3,91.0
17.0,16.74,76.0,"2023-01-25 19:05:00",MR,3.0,3.0,92.0
15.0,14.36,69.0,"2023-01-25 19:05:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 19:05:00",FR,3.0,3.0,92.0
17.0,16.74,76.0,"2023-01-25 19:10:00",MR,3.0,3.0,92.0
15.0,14.36,69.0,"2023-01-25 19:10:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 19:10:00",FR,3.0,3.0,92.0
17.0,16.74,76.0,"2023-01-25 19:15:00",MR,2.8,2.8,92.0
15.0,14.38,70.0,"2023-01-25 19:15:00",KR,2.8,2.8,92.0
18.0,18.28,93.0,"2023-01-25 19:15:00",FR,2.8,2.8,92.0
17.0,16.71,75.0,"2023-01-25 19:20:00",MR,2.6,2.6,92.0
16.0,15.48,70.0,"2023-01-25 19:20:00",KR,2.6,2.6,92.0
18.0,18.28,93.0,"2023-01-25 19:20:00",FR,2.6,2.6,92.0
18.0,17.84,76.0,"2023-01-25 19:25:00",MR,2.5,2.5,92.0
16.0,15.46,69.0,"2023-01-25 19:25:00",KR,2.5,2.5,92.0
18.0,18.28,93.0,"2023-01-25 19:25:00",FR,2.5,2.5,92.0
18.0,17.84,76.0,"2023-01-25 19:30:00",MR,2.3,2.3,92.0
16.0,15.43,68.0,"2023-01-25 19:30:00",KR,2.3,2.3,92.0
18.0,18.28,93.0,"2023-01-25 19:30:00",FR,2.3,2.3,92.0
18.0,17.84,76.0,"2023-01-25 19:35:00",MR,2.2,2.2,92.0
16.0,15.4,67.0,"2023-01-25 19:35:00",KR,2.2,2.2,92.0
18.0,18.28,93.0,"2023-01-25 19:35:00",FR,2.2,2.2,92.0
18.0,17.84,76.0,"2023-01-25 19:40:00",MR,2.2,2.2,92.0
16.0,15.43,68.0,"2023-01-25 19:40:00",KR,2.2,2.2,92.0
18.0,18.28,93.0,"2023-01-25 19:40:00",FR,2.2,2.2,92.0
18.0,17.81,75.0,"2023-01-25 19:45:00",MR,2.6,2.6,92.0
16.0,15.4,67.0,"2023-01-25 19:45:00",KR,2.6,2.6,92.0
17.0,16.71,75.0,"2023-01-25 19:50:00",MR,2.9,2.9,92.0
16.0,15.4,67.0,"2023-01-25 19:50:00",KR,2.9,2.9,92.0
18.0,18.28,93.0,"2023-01-25 19:50:00",FR,2.9,2.9,92.0
17.0,16.71,75.0,"2023-01-25 19:55:00",MR,3.0,3.0,92.0
16.0,15.4,67.0,"2023-01-25 19:55:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 19:55:00",FR,3.0,3.0,92.0
17.0,16.71,75.0,"2023-01-25 20:00:00",MR,3.0,3.0,92.0
16.0,15.4,67.0,"2023-01-25 20:00:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 20:00:00",FR,3.0,3.0,92.0
17.0,16.71,75.0,"2023-01-25 20:05:00",MR,2.7,2.7,92.0
16.0,15.43,68.0,"2023-01-25 20:05:00",KR,2.7,2.7,92.0
18.0,18.28,93.0,"2023-01-25 20:05:00",FR,2.7,2.7,92.0
17.0,16.69,74.0,"2023-01-25 20:10:00",MR,2.6,2.6,92.0
16.0,15.46,69.0,"2023-01-25 20:10:00",KR,2.6,2.6,92.0
18.0,18.28,93.0,"2023-01-25 20:10:00",FR,2.6,2.6,92.0
17.0,16.69,74.0,"2023-01-25 20:15:00",MR,2.6,2.6,92.0
16.0,15.43,68.0,"2023-01-25 20:15:00",KR,2.6,2.6,92.0
18.0,18.28,93.0,"2023-01-25 20:15:00",FR,2.6,2.6,92.0
17.0,16.69,74.0,"2023-01-25 20:20:00",MR,2.4,2.4,92.0
16.0,15.43,68.0,"2023-01-25 20:20:00",KR,2.4,2.4,92.0
18.0,18.28,93.0,"2023-01-25 20:20:00",FR,2.4,2.4,92.0
17.0,16.69,74.0,"2023-01-25 20:25:00",MR,2.4,2.4,92.0
16.0,15.43,68.0,"2023-01-25 20:25:00",KR,2.4,2.4,92.0
18.0,18.28,93.0,"2023-01-25 20:25:00",FR,2.4,2.4,92.0
17.0,16.69,74.0,"2023-01-25 20:30:00",MR,2.6,2.6,92.0
16.0,15.43,68.0,"2023-01-25 20:30:00",KR,2.6,2.6,92.0
18.0,18.28,93.0,"2023-01-25 20:30:00",FR,2.6,2.6,92.0
17.0,16.69,74.0,"2023-01-25 20:35:00",MR,2.7,2.7,92.0
16.0,15.43,68.0,"2023-01-25 20:35:00",KR,2.7,2.7,92.0
18.0,18.28,93.0,"2023-01-25 20:35:00",FR,2.7,2.7,92.0
17.0,16.69,74.0,"2023-01-25 20:40:00",MR,2.9,2.9,92.0
16.0,15.43,68.0,"2023-01-25 20:40:00",KR,2.9,2.9,92.0
18.0,18.28,93.0,"2023-01-25 20:40:00",FR,2.9,2.9,92.0
17.0,16.69,74.0,"2023-01-25 20:45:00",MR,3.0,3.0,92.0
16.0,15.43,68.0,"2023-01-25 20:45:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 20:45:00",FR,3.0,3.0,92.0
17.0,16.69,74.0,"2023-01-25 20:50:00",MR,3.0,3.0,92.0
16.0,15.4,67.0,"2023-01-25 20:50:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 20:50:00",FR,3.0,3.0,92.0
17.0,16.66,73.0,"2023-01-25 20:55:00",MR,3.0,3.0,92.0
15.0,14.3,67.0,"2023-01-25 20:55:00",KR,3.0,3.0,92.0
18.0,18.28,93.0,"2023-01-25 20:55:00",FR,3.0,3.0,92.0
17.0,16.66,73.0,"2023-01-25 21:00:00",MR,2.9,2.9,92.0
16.0,15.43,68.0,"2023-01-25 21:00:00",KR,2.9,2.9,92.0
18.0,18.28,93.0,"2023-01-25 21:00:00",FR,2.9,2.9,92.0
17.0,16.66,73.0,"2023-01-25 21:05:00",MR,2.9,2.9,92.0
15.0,14.3,67.0,"2023-01-25 21:05:00",KR,2.9,2.9,92.0
18.0,18.28,93.0,"2023-01-25 21:05:00",FR,2.9,2.9,92.0
17.0,16.66,73.0,"2023-01-25 21:10:00",MR,2.9,2.9,92.0
15.0,14.33,68.0,"2023-01-25 21:10:00",KR,2.9,2.9,92.0
18.0,18.28,93.0,"2023-01-25 21:10:00",FR,2.9,2.9,92.0
17.0,16.66,73.0,"2023-01-25 21:15:00",MR,2.8,2.8,92.0
15.0,14.33,68.0,"2023-01-25 21:15:00",KR,2.8,2.8,92.0
18.0,18.28,93.0,"2023-01-25 21:15:00",FR,2.8,2.8,92.0
17.0,16.66,73.0,"2023-01-25 21:20:00",MR,2.5,2.5,92.0
15.0,14.38,70.0,"2023-01-25 21:20:00",KR,2.5,2.5,92.0
18.0,18.28,93.0,"2023-01-25 21:20:00",FR,2.5,2.5,92.0
17.0,16.66,73.0,"2023-01-25 21:25:00",MR,2.4,2.4,92.0
15.0,14.36,69.0,"2023-01-25 21:25:00",KR,2.4,2.4,92.0
18.0,18.28,93.0,"2023-01-25 21:25:00",FR,2.4,2.4,92.0
17.0,16.66,73.0,"2023-01-25 21:30:00",MR,2.4,2.4,92.0
15.0,14.36,69.0,"2023-01-25 21:30:00",KR,2.4,2.4,92.0
18.0,18.28,93.0,"2023-01-25 21:30:00",FR,2.4,2.4,92.0
17.0,16.69,74.0,"2023-01-25 21:35:00",MR,2.2,2.2,92.0
15.0,14.33,68.0,"2023-01-25 21:35:00",KR,2.2,2.2,92.0
18.0,18.28,93.0,"2023-01-25 21:35:00",FR,2.2,2.2,92.0
17.0,16.69,74.0,"2023-01-25 21:40:00",MR,2.1,2.1,92.0
16.0,15.43,68.0,"2023-01-25 21:40:00",KR,2.1,2.1,92.0
18.0,18.28,93.0,"2023-01-25 21:40:00",FR,2.1,2.1,92.0
17.0,16.69,74.0,"2023-01-25 21:45:00",MR,1.9,1.9,92.0
16.0,15.4,67.0,"2023-01-25 21:45:00",KR,1.9,1.9,92.0
18.0,18.28,93.0,"2023-01-25 21:45:00",FR,1.9,1.9,92.0
17.0,16.69,74.0,"2023-01-25 21:50:00",MR,1.8,1.8,92.0
16.0,15.43,68.0,"2023-01-25 21:50:00",KR,1.8,1.8,92.0
18.0,18.28,93.0,"2023-01-25 21:50:00",FR,1.8,1.8,92.0
17.0,16.69,74.0,"2023-01-25 21:55:00",MR,1.8,1.8,93.0
16.0,15.43,68.0,"2023-01-25 21:55:00",KR,1.8,1.8,93.0
18.0,18.28,93.0,"2023-01-25 21:55:00",FR,1.8,1.8,93.0
17.0,16.69,74.0,"2023-01-25 22:00:00",MR,1.8,1.8,93.0
17.0,16.53,68.0,"2023-01-25 22:00:00",KR,1.8,1.8,93.0
18.0,18.28,93.0,"2023-01-25 22:00:00",FR,1.8,1.8,93.0
18.0,17.79,74.0,"2023-01-25 22:05:00",MR,1.7,1.7,93.0
17.0,16.5,67.0,"2023-01-25 22:05:00",KR,1.7,1.7,93.0
18.0,18.28,93.0,"2023-01-25 22:05:00",FR,1.7,1.7,93.0
18.0,17.79,74.0,"2023-01-25 22:10:00",MR,1.6,1.6,93.0
17.0,16.5,67.0,"2023-01-25 22:10:00",KR,1.6,1.6,93.0
18.0,18.28,93.0,"2023-01-25 22:10:00",FR,1.6,1.6,93.0
18.0,17.79,74.0,"2023-01-25 22:15:00",MR,1.7,1.7,93.0
17.0,16.5,67.0,"2023-01-25 22:15:00",KR,1.7,1.7,93.0
18.0,18.28,93.0,"2023-01-25 22:15:00",FR,1.7,1.7,93.0
18.0,17.79,74.0,"2023-01-25 22:20:00",MR,1.8,1.8,93.0
17.0,16.5,67.0,"2023-01-25 22:20:00",KR,1.8,1.8,93.0
18.0,18.28,93.0,"2023-01-25 22:20:00",FR,1.8,1.8,93.0
18.0,17.79,74.0,"2023-01-25 22:25:00",MR,1.7,1.7,93.0
17.0,16.48,66.0,"2023-01-25 22:25:00",KR,1.7,1.7,93.0
18.0,18.28,93.0,"2023-01-25 22:25:00",FR,1.7,1.7,93.0
18.0,17.79,74.0,"2023-01-25 22:30:00",MR,1.4,1.4,93.0
17.0,16.5,67.0,"2023-01-25 22:30:00",KR,1.4,1.4,93.0
18.0,18.28,93.0,"2023-01-25 22:30:00",FR,1.4,1.4,93.0
18.0,17.79,74.0,"2023-01-25 22:35:00",MR,1.3,1.3,94.0
17.0,16.5,67.0,"2023-01-25 22:35:00",KR,1.3,1.3,94.0
18.0,18.28,93.0,"2023-01-25 22:35:00",FR,1.3,1.3,94.0
18.0,17.79,74.0,"2023-01-25 22:40:00",MR,1.1,1.1,94.0
17.0,16.5,67.0,"2023-01-25 22:40:00",KR,1.1,1.1,94.0
18.0,18.28,93.0,"2023-01-25 22:40:00",FR,1.1,1.1,94.0
18.0,17.79,74.0,"2023-01-25 22:45:00",MR,1.0,1.0,94.0
17.0,16.53,68.0,"2023-01-25 22:45:00",KR,1.0,1.0,94.0
18.0,18.28,93.0,"2023-01-25 22:45:00",FR,1.0,1.0,94.0
18.0,17.79,74.0,"2023-01-25 22:50:00",MR,1.1,1.1,94.0
16.0,15.43,68.0,"2023-01-25 22:50:00",KR,1.1,1.1,94.0
18.0,18.28,93.0,"2023-01-25 22:50:00",FR,1.1,1.1,94.0
18.0,17.79,74.0,"2023-01-25 22:55:00",MR,0.9,0.9,94.0
16.0,15.43,68.0,"2023-01-25 22:55:00",KR,0.9,0.9,94.0
18.0,18.28,93.0,"2023-01-25 22:55:00",FR,0.9,0.9,94.0
18.0,17.81,75.0,"2023-01-25 23:00:00",MR,0.8,0.8,94.0
16.0,15.43,68.0,"2023-01-25 23:00:00",KR,0.8,0.8,94.0
18.0,18.28,93.0,"2023-01-25 23:00:00",FR,0.8,0.8,94.0
18.0,17.87,77.0,"2023-01-25 23:05:00",MR,0.8,0.8,94.0
16.0,15.43,68.0,"2023-01-25 23:05:00",KR,0.8,0.8,94.0
18.0,18.28,93.0,"2023-01-25 23:05:00",FR,0.8,0.8,94.0
18.0,17.89,78.0,"2023-01-25 23:10:00",MR,1.1,1.1,94.0
16.0,15.43,68.0,"2023-01-25 23:10:00",KR,1.1,1.1,94.0
18.0,18.28,93.0,"2023-01-25 23:10:00",FR,1.1,1.1,94.0
18.0,17.89,78.0,"2023-01-25 23:15:00",MR,1.4,1.4,94.0
16.0,15.43,68.0,"2023-01-25 23:15:00",KR,1.4,1.4,94.0
18.0,18.28,93.0,"2023-01-25 23:15:00",FR,1.4,1.4,94.0
18.0,17.89,78.0,"2023-01-25 23:20:00",MR,1.5,1.5,94.0
16.0,15.43,68.0,"2023-01-25 23:20:00",KR,1.5,1.5,94.0
18.0,18.28,93.0,"2023-01-25 23:20:00",FR,1.5,1.5,94.0
18.0,17.97,81.0,"2023-01-25 23:25:00",MR,1.6,1.6,94.0
16.0,15.43,68.0,"2023-01-25 23:25:00",KR,1.6,1.6,94.0
18.0,18.28,93.0,"2023-01-25 23:25:00",FR,1.6,1.6,94.0
18.0,18.0,82.0,"2023-01-25 23:30:00",MR,1.6,1.6,94.0
16.0,15.43,68.0,"2023-01-25 23:30:00",KR,1.6,1.6,94.0
18.0,18.28,93.0,"2023-01-25 23:30:00",FR,1.6,1.6,94.0
18.0,18.0,82.0,"2023-01-25 23:35:00",MR,1.7,1.7,94.0
16.0,15.43,68.0,"2023-01-25 23:35:00",KR,1.7,1.7,94.0
18.0,18.28,93.0,"2023-01-25 23:35:00",FR,1.7,1.7,94.0
18.0,18.0,82.0,"2023-01-25 23:40:00",MR,1.8,1.8,95.0
16.0,15.43,68.0,"2023-01-25 23:40:00",KR,1.8,1.8,95.0
18.0,18.28,93.0,"2023-01-25 23:40:00",FR,1.8,1.8,95.0
18.0,18.02,83.0,"2023-01-25 23:45:00",MR,1.8,1.8,95.0
16.0,15.46,69.0,"2023-01-25 23:45:00",KR,1.8,1.8,95.0
18.0,18.28,93.0,"2023-01-25 23:45:00",FR,1.8,1.8,95.0
18.0,18.0,82.0,"2023-01-25 23:50:00",MR,1.7,1.7,95.0
16.0,15.4,67.0,"2023-01-25 23:50:00",KR,1.7,1.7,95.0
18.0,18.28,93.0,"2023-01-25 23:50:00",FR,1.7,1.7,95.0
18.0,18.0,82.0,"2023-01-25 23:55:00",MR,1.7,1.7,95.0
16.0,15.4,67.0,"2023-01-25 23:55:00",KR,1.7,1.7,95.0
18.0,18.28,93.0,"2023-01-25 23:55:00",FR,1.7,1.7,95.0
16.0,15.54,72.0,"2023-01-29 00:00:00",MR,4.5,4.5,96.0
14.0,13.26,69.0,"2023-01-29 00:00:00",KR,4.5,4.5,96.0
17.0,17.16,92.0,"2023-01-29 00:00:00",FR,4.5,4.5,96.0
