"air_temperature","sea_temperature","station"
10.215,10.204,M5
10.41,10.144,M5
10.508,10.133,M5
10.654,10.197,M5
10.703,10.237,M5
10.752,10.133,M5
10.752,10.241,M5
10.605,10.334,M5
10.508,10.087,M5
10.459,10.005,M5
10.361,9.966,M5
10.361,9.983,M5
10.41,9.988,M5
10.313,9.981,M5
10.313,9.961,M5
10.166,9.935,M5
10.166,9.948,M5
10.264,10.109,M5
10.41,10.236,M5
10.459,10.172,M5
10.557,9.946,M5
10.703,9.93,M5
10.752,9.948,M5
10.801,9.959,M5
10.654,9.979,M5
10.264,10.001,M5
10.264,9.974,M5
10.313,9.948,M5
10.166,9.93,M5
10.068,9.921,M5
9.873,9.93,M5
9.531,9.928,M5
9.238,9.961,M5
9.092,9.998,M5
8.994,10.076,M5
8.701,10.14,M5
8.457,10.155,M5
8.457,10.111,M5
8.359,9.992,M5
7.969,9.917,M5
7.773,9.904,M5
8.115,9.899,M5
8.457,9.891,M5
8.701,9.904,M5
8.945,9.928,M5
9.238,9.965,M5
8.945,10.063,M5
9.482,10.093,M5
9.971,9.961,M5
10.41,9.919,M5
10.068,9.915,M5
9.531,9.948,M5
9.434,9.922,M5
9.238,9.895,M5
8.994,9.908,M5
8.896,9.952,M5
9.092,10.012,M5
8.896,10.04,M5
8.848,10.01,M5
8.896,9.944,M5
8.896,9.906,M5
8.799,9.875,M5
8.896,9.873,M5
8.896,9.879,M5
8.799,9.886,M5
8.75,9.908,M5
9.043,9.954,M5
9.336,10.126,M5
9.287,10.126,M5
9.629,10.06,M5
9.824,9.943,M5
9.824,9.88,M5
9.922,9.864,M5
9.922,9.869,M5
9.824,9.868,M5
8.799,11.858,M6
8.799,11.851,M6
8.066,11.86,M6
8.213,11.862,M6
8.018,11.843,M6
7.529,11.819,M6
7.432,11.783,M6
6.602,11.741,M6
7.676,11.708,M6
7.725,11.677,M6
8.408,11.642,M6
8.018,11.656,M6
8.701,11.675,M6
8.506,11.689,M6
7.969,11.719,M6
8.018,11.721,M6
8.262,11.733,M6
8.506,11.704,M6
7.969,11.695,M6
8.311,11.677,M6
8.555,11.678,M6
8.652,11.644,M6
8.75,11.631,M6
8.945,11.629,M6
8.848,11.629,M6
9.043,11.695,M6
8.896,11.754,M6
9.238,11.803,M6
9.434,11.816,M6
9.434,11.81,M6
8.994,11.807,M6
8.945,11.797,M6
8.799,11.818,M6
8.896,11.841,M6
8.652,11.86,M6
8.799,11.874,M6
8.896,11.887,M6
8.652,11.911,M6
8.701,11.911,M6
9.043,11.909,M6
9.043,11.889,M6
9.336,11.913,M6
9.873,11.9,M6
9.531,11.911,M6
9.824,11.907,M6
10.02,11.895,M6
9.873,11.876,M6
10.068,11.863,M6
10.117,11.854,M6
10.361,11.865,M6
10.459,11.873,M6
10.264,11.896,M6
10.459,11.9,M6
10.264,11.884,M6
10.605,11.865,M6
11.045,11.829,M6
9.873,11.783,M6
9.043,11.772,M6
8.066,11.759,M6
8.066,11.982,M6
7.871,12.021,M6
7.871,12.065,M6
7.285,12.101,M6
6.553,12.118,M6
5.82,12.118,M6
7.822,12.107,M6
7.92,12.092,M6
6.309,12.096,M6
5.918,12.081,M6
5.283,12.061,M6
4.746,12.078,M6
5.137,12.07,M6
4.355,12.089,M6
6.211,12.085,M6
5.381,12.048,M6
4.551,12.028,M6
4.258,11.999,M6
5.576,12.014,M6
6.064,11.99,M6
7.188,12.017,M6
8.506,11.993,M6
7.578,12.01,M6
7.725,12.012,M6
9.434,12.036,M6
8.945,12.07,M6
8.359,12.067,M6
9.336,12.045,M6
10.264,12.039,M6
10.215,12.037,M6
11.191,11.814,M6
11.191,11.772,M6
11.68,11.75,M6
11.289,11.733,M6
11.533,11.706,M6
11.582,11.711,M6
11.875,11.724,M6
11.777,11.746,M6
11.338,11.713,M6
10.703,11.636,M6
10.654,11.561,M6
9.824,11.563,M6
8.945,11.558,M6
8.066,11.539,M6
7.676,11.528,M6
6.943,11.525,M6
7.676,11.499,M6
7.48,11.506,M6
7.773,11.484,M6
8.701,11.472,M6
7.92,11.461,M6
7.871,11.453,M6
7.383,11.437,M6
7.725,11.424,M6
8.262,11.435,M6
8.506,11.45,M6
7.529,11.44,M6
8.115,11.446,M6
8.555,11.446,M6
8.701,11.455,M6
9.141,11.461,M6
8.896,11.453,M6
8.799,11.439,M6
9.482,11.44,M6
9.629,11.426,M6
10.068,11.429,M6
10.215,11.433,M6
10.264,11.422,M6
9.922,11.417,M6
9.727,11.429,M6
9.873,11.47,M6
10.264,11.494,M6
10.898,11.47,M6
12.168,11.516,M6
12.266,11.532,M6
12.363,11.526,M6
12.656,11.501,M6
12.559,11.512,M6
12.656,11.521,M6
12.51,11.528,M6
12.559,11.558,M6
12.656,11.569,M6
12.656,11.58,M6
12.656,11.594,M6
12.705,11.596,M6
12.607,11.572,M6
12.412,11.483,M6
12.314,11.462,M6
12.07,11.598,M6
11.143,11.614,M6
11.68,11.638,M6
11.436,11.722,M6
11.143,11.719,M6
11.191,11.695,M6
10.752,11.686,M6
10.41,11.666,M6
9.287,11.629,M6
9.092,11.569,M6
8.408,11.528,M6
9.189,11.505,M6
9.141,11.49,M6
9.141,11.494,M6
9.238,11.461,M6
9.189,11.437,M6
9.385,11.411,M6
9.678,11.418,M6
9.336,11.417,M6
9.58,11.417,M6
8.75,11.422,M6
9.238,11.424,M6
9.482,11.433,M6
9.58,11.453,M6
10.068,11.477,M6
10.117,11.505,M6
9.971,11.526,M6
10.264,11.545,M6
10.41,11.55,M6
10.654,11.58,M6
10.605,11.589,M6
10.801,11.616,M6
10.947,11.627,M6
10.85,11.651,M6
11.094,11.664,M6
11.191,11.675,M6
11.24,11.673,M6
11.24,11.673,M6
11.143,11.667,M6
11.24,11.666,M6
11.289,11.669,M6
11.338,11.662,M6
11.338,11.66,M6
11.436,11.655,M6
11.143,11.675,M6
11.289,11.673,M6
11.387,11.664,M6
11.436,11.658,M6
11.387,11.642,M6
11.436,11.636,M6
11.484,11.625,M6
11.533,11.609,M6
11.484,11.602,M6
11.191,11.589,M6
11.191,11.589,M6
11.191,11.565,M6
11.191,11.534,M6
11.094,11.517,M6
10.898,11.492,M6
10.557,11.483,M6
10.654,11.426,M6
11.045,11.393,M6
10.996,11.362,M6
10.752,11.356,M6
10.85,11.34,M6
10.654,11.334,M6
11.094,11.32,M6
10.996,11.314,M6
10.605,11.314,M6
10.654,11.301,M6
10.508,11.312,M6
10.654,11.312,M6
10.85,11.299,M6
10.85,11.281,M6
10.947,11.274,M6
10.752,11.268,M6
11.143,11.272,M6
10.752,11.276,M6
10.557,11.283,M6
10.605,11.288,M6
10.654,11.285,M6
10.801,11.276,M6
10.605,11.283,M6
10.654,11.277,M6
10.703,11.276,M6
10.801,11.299,M6
10.947,11.281,M6
11.045,11.292,M6
11.045,11.29,M6
10.801,11.283,M6
10.752,11.279,M6
10.313,11.274,M6
9.873,11.27,M6
10.703,11.266,M6
10.41,11.265,M6
9.434,11.276,M6
10.117,11.276,M6
10.605,11.277,M6
10.898,11.526,M6
9.922,11.653,M6
10.264,11.669,M6
10.313,11.627,M6
10.996,11.598,M6
10.605,11.572,M6
10.508,11.77,M6
10.557,11.719,M6
10.557,11.741,M6
